Bowler,Team,BowlType,Start Date,Ground,Host Country,year,Inn,Runs,Balls,Wickets,Matches,Runs_grouped,Balls_grouped,Wickets_grouped,run_diff,ball_diff,wickets_diff,AveforWicket,AveWicket,Home,HomeorAway,Period
BA Murphy,ZIM,Spin,2001-06-07,Bulawayo,Zimbabwe,2001,2,132,208,1,1,315,644,5,183,436,4,63.0,>30,ZIM,Home,Upto 2014
BA Murphy,ZIM,Spin,2001-06-15,Harare,Zimbabwe,2001,2,59,116,2,1,185,428,8,126,312,6,23.125,<=30,ZIM,Home,Upto 2014
BA Murphy,ZIM,Spin,2001-11-08,Dhaka,Bangladesh,2001,2,59,108,0,1,256,612,4,197,504,4,64.0,>30,BAN,Away,Upto 2014
BA Pocock,NZ,Spin,1993-11-12,W.A.C.A,Australia,1993,1,10,12,0,1,339,721,5,329,709,5,67.8,>30,AUS,Away,Upto 2014
BA Pocock,NZ,Spin,1997-02-06,Wellington,New Zealand,1997,1,10,12,0,1,215,621,7,205,609,7,30.714285714285715,>30,NZ,Home,Upto 2014
BA Reid,AUS,Pace,1985-12-13,Adelaide,Australia,1985,1,113,318,4,1,620,1368,17,507,1050,13,36.470588235294116,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1985-12-26,Melbourne,Australia,1985,2,123,278,6,1,429,932,13,306,654,7,33.0,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1986-01-02,Sydney,Australia,1986,1,89,204,1,1,382,756,4,293,552,3,95.5,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1986-02-21,Wellington,New Zealand,1986,1,104,186,3,1,687,1390,14,583,1204,11,49.07142857142857,>30,NZ,Away,Upto 2014
BA Reid,AUS,Pace,1986-02-28,Christchurch,New Zealand,1986,2,97,231,4,1,712,1681,22,615,1450,18,32.36363636363637,>30,NZ,Away,Upto 2014
BA Reid,AUS,Pace,1986-03-13,Auckland,New Zealand,1986,2,93,190,2,1,481,1210,15,388,1020,13,32.06666666666667,>30,NZ,Away,Upto 2014
BA Reid,AUS,Pace,1986-09-18,Chennai,India,1986,2,141,168,1,1,433,618,3,292,450,2,144.33333333333334,>30,IND,Away,Upto 2014
BA Reid,AUS,Pace,1986-10-15,Wankhede,India,1986,1,81,192,0,1,351,666,3,270,474,3,117.0,>30,IND,Away,Upto 2014
BA Reid,AUS,Pace,1986-11-14,Brisbane,Australia,1986,2,106,222,2,1,755,1483,27,649,1261,25,27.962962962962962,<=30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1986-11-28,W.A.C.A,Australia,1986,2,173,366,7,1,963,1802,22,790,1436,15,43.77272727272727,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1986-12-12,Adelaide,Australia,1986,1,64,172,4,1,567,1198,11,503,1026,7,51.54545454545455,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1986-12-26,Melbourne,Australia,1986,1,78,168,4,1,497,1065,22,419,897,18,22.59090909090909,<=30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1987-01-10,Sydney,Australia,1987,2,106,264,3,1,483,1157,14,377,893,11,34.5,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1987-12-04,Brisbane,Australia,1987,2,93,300,6,1,634,1568,27,541,1268,21,23.48148148148148,<=30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1987-12-11,Adelaide,Australia,1987,1,21,42,1,1,519,1199,13,498,1157,12,39.92307692307692,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1988-09-15,Karachi,Pakistan,1988,1,109,246,4,1,264,678,7,155,432,3,37.714285714285715,>30,PAK,Away,Upto 2014
BA Reid,AUS,Pace,1988-09-23,Faisalabad,Pakistan,1988,2,192,366,7,1,528,1164,17,336,798,10,31.058823529411764,>30,PAK,Away,Upto 2014
BA Reid,AUS,Pace,1988-10-07,Lahore,Pakistan,1988,1,53,138,3,1,344,894,11,291,756,8,31.272727272727273,>30,PAK,Away,Upto 2014
BA Reid,AUS,Pace,1990-11-23,Brisbane,Australia,1990,2,93,192,5,1,544,1327,29,451,1135,24,18.75862068965517,<=30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1990-12-26,Melbourne,Australia,1990,2,148,366,13,1,741,1809,29,593,1443,16,25.551724137931036,<=30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1991-01-04,Sydney,Australia,1991,1,79,211,3,1,621,1201,14,542,990,11,44.357142857142854,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1991-01-25,Adelaide,Australia,1991,2,112,312,6,1,1030,2159,28,918,1847,22,36.785714285714285,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1991-04-05,Port of Spain,West Indies,1991,1,79,132,1,1,449,1209,20,370,1077,19,22.45,<=30,WI,Away,Upto 2014
BA Reid,AUS,Pace,1991-04-19,Bridgetown,West Indies,1991,2,150,306,4,1,874,1849,33,724,1543,29,26.484848484848484,<=30,WI,Away,Upto 2014
BA Reid,AUS,Pace,1991-12-26,Melbourne,Australia,1991,2,126,332,12,1,732,1688,29,606,1356,17,25.24137931034483,<=30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1992-01-02,Sydney,Australia,1992,1,10,24,0,1,641,1594,19,631,1570,19,33.73684210526316,>30,AUS,Home,Upto 2014
BA Reid,AUS,Pace,1992-11-27,Brisbane,Australia,1992,2,151,318,7,1,859,1899,30,708,1581,23,28.633333333333333,<=30,AUS,Home,Upto 2014
BA Richards,SA,Spin,1970-01-22,Cape Town,South Africa,1970,1,12,36,1,1,547,1442,19,535,1406,18,28.789473684210527,<=30,SA,Home,Upto 2014
BA Richards,SA,Spin,1970-02-05,Durban,South Africa,1970,1,8,18,0,1,348,698,8,340,680,8,43.5,>30,SA,Home,Upto 2014
BA Richards,SA,Spin,1970-03-05,Gqeberha,South Africa,1970,1,6,18,0,1,276,494,3,270,476,3,92.0,>30,SA,Home,Upto 2014
BA Stokes,ENG,Pace,2013-12-05,Adelaide,Australia,2013,2,90,150,2,1,606,1290,25,516,1140,23,24.24,<=30,AUS,Away,Upto 2014
BA Stokes,ENG,Pace,2013-12-13,W.A.C.A,Australia,2013,2,145,210,3,1,995,1739,27,850,1529,24,36.851851851851855,>30,AUS,Away,Upto 2014
BA Stokes,ENG,Pace,2013-12-26,Melbourne,Australia,2013,2,96,162,2,1,653,1410,24,557,1248,22,27.208333333333332,<=30,AUS,Away,Upto 2014
BA Stokes,ENG,Pace,2014-01-03,Sydney,Australia,2014,2,161,179,8,1,663,1122,33,502,943,25,20.09090909090909,<=30,AUS,Away,After 1965
BA Stokes,ENG,Pace,2014-07-09,Nottingham,England,2014,2,141,312,2,1,984,1979,23,843,1667,21,42.78260869565217,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2014-07-17,Lord's,England,2014,2,91,215,5,1,890,1823,32,799,1608,27,27.8125,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2015-04-13,North Sound,West Indies,2015,2,114,192,0,1,886,1696,22,772,1504,22,40.27272727272727,>30,WI,Away,After 1965
BA Stokes,ENG,Pace,2015-04-21,St George's,West Indies,2015,2,100,150,1,1,731,1499,18,631,1349,17,40.611111111111114,>30,WI,Away,After 1965
BA Stokes,ENG,Pace,2015-05-01,Bridgetown,West Indies,2015,2,42,42,2,1,388,896,26,346,854,24,14.923076923076923,<=30,WI,Away,After 1965
BA Stokes,ENG,Pace,2015-05-21,Lord's,England,2015,2,143,192,3,1,1185,2044,33,1042,1852,30,35.90909090909091,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2015-05-29,Leeds,England,2015,2,131,174,1,1,1058,1587,28,927,1413,27,37.785714285714285,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2015-07-08,Cardiff,England,2015,2,74,132,1,1,901,1488,27,827,1356,26,33.370370370370374,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2015-07-16,Lord's,England,2015,2,97,132,0,1,791,1369,21,694,1237,21,37.666666666666664,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2015-07-29,Birmingham,England,2015,1,28,66,1,1,619,1035,28,591,969,27,22.107142857142858,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2015-08-06,Nottingham,England,2015,1,36,126,6,1,542,945,29,506,819,23,18.689655172413794,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2015-08-20,The Oval,England,2015,1,133,174,3,1,638,1293,22,505,1119,19,29.0,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2015-10-13,Abu Dhabi,UAE,2015,2,66,145,4,1,582,1249,16,516,1104,12,36.375,>30,UAE,Away,After 1965
BA Stokes,ENG,Pace,2015-10-22,Dubai (DICS),UAE,2015,2,109,204,1,1,554,1207,19,445,1003,18,29.157894736842106,<=30,UAE,Away,After 1965
BA Stokes,ENG,Pace,2015-11-01,Sharjah,UAE,2015,1,23,66,0,1,278,841,14,255,775,14,19.857142857142858,<=30,UAE,Away,After 1965
BA Stokes,ENG,Pace,2015-12-26,Durban,South Africa,2015,2,51,96,1,1,593,1392,27,542,1296,26,21.962962962962962,<=30,SA,Away,After 1965
BA Stokes,ENG,Pace,2016-01-02,Cape Town,South Africa,2016,1,100,168,1,1,994,1661,14,894,1493,13,71.0,>30,SA,Away,After 1965
BA Stokes,ENG,Pace,2016-01-14,Johannesburg,South Africa,2016,2,77,157,5,1,692,1271,29,615,1114,24,23.862068965517242,<=30,SA,Away,After 1965
BA Stokes,ENG,Pace,2016-01-22,Centurion,South Africa,2016,2,122,258,5,1,827,1592,31,705,1334,26,26.677419354838708,<=30,SA,Away,After 1965
BA Stokes,ENG,Pace,2016-05-19,Leeds,England,2016,1,25,42,1,1,468,901,27,443,859,26,17.333333333333332,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2016-07-22,Manchester,England,2016,2,60,122,2,1,705,1279,22,645,1157,20,32.04545454545455,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2016-10-20,Chattogram,Bangladesh,2016,2,46,153,6,1,222,543,9,176,390,3,24.666666666666668,<=30,BAN,Away,After 1965
BA Stokes,ENG,Pace,2016-10-28,Mirpur,Bangladesh,2016,2,65,138,5,1,173,288,8,108,150,3,21.625,<=30,BAN,Away,After 1965
BA Stokes,ENG,Pace,2016-11-09,Rajkot,India,2016,2,53,114,1,1,455,1020,7,402,906,6,65.0,>30,IND,Away,After 1965
BA Stokes,ENG,Pace,2016-11-17,Visakhapatnam,India,2016,2,107,162,1,1,406,876,14,299,714,13,29.0,<=30,IND,Away,After 1965
BA Stokes,ENG,Pace,2016-11-26,Mohali,India,2016,2,89,182,5,1,431,841,13,342,659,8,33.15384615384615,>30,IND,Away,After 1965
BA Stokes,ENG,Pace,2016-12-08,Wankhede,India,2016,1,32,60,0,1,329,570,3,297,510,3,109.66666666666667,>30,IND,Away,After 1965
BA Stokes,ENG,Pace,2016-12-16,Chennai,India,2016,1,76,120,1,1,437,846,9,361,726,8,48.55555555555556,>30,IND,Away,After 1965
BA Stokes,ENG,Pace,2017-07-06,Lord's,England,2017,1,53,78,0,1,720,1257,22,667,1179,22,32.72727272727273,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2017-07-14,Nottingham,England,2017,2,111,228,4,1,739,1395,28,628,1167,24,26.392857142857142,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2017-07-27,The Oval,England,2017,2,77,126,3,1,850,1584,29,773,1458,26,29.310344827586206,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2017-08-04,Manchester,England,2017,2,60,72,0,1,698,1268,30,638,1196,30,23.266666666666666,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2017-08-17,Birmingham,England,2017,2,49,96,1,1,610,1081,19,561,985,18,32.10526315789474,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2017-08-25,Leeds,England,2017,2,88,180,2,1,1027,1807,24,939,1627,22,42.791666666666664,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2017-09-07,Lord's,England,2017,2,63,159,6,1,490,1083,30,427,924,24,16.333333333333332,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2018-03-30,Christchurch,New Zealand,2018,2,19,60,0,1,933,2022,34,914,1962,34,27.441176470588236,<=30,NZ,Away,After 1965
BA Stokes,ENG,Pace,2018-05-24,Lord's,England,2018,1,73,132,3,1,631,1332,28,558,1200,25,22.535714285714285,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2018-08-01,Birmingham,England,2018,2,113,200,6,1,700,1284,29,587,1084,23,24.137931034482758,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2018-08-18,Nottingham,England,2018,2,122,210,2,1,905,1711,32,783,1501,30,28.28125,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2018-08-30,Southampton,England,2018,2,57,114,3,1,624,1317,26,567,1203,23,24.0,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2018-09-07,The Oval,England,2018,2,116,174,3,1,781,1629,21,665,1455,18,37.19047619047619,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2018-11-06,Galle,Sri Lanka,2018,2,38,72,1,1,225,432,6,187,360,5,37.5,>30,SL,Away,After 1965
BA Stokes,ENG,Pace,2018-11-14,Pallekele,Sri Lanka,2018,1,9,6,0,1,138,240,1,129,234,1,138.0,>30,SL,Away,After 1965
BA Stokes,ENG,Pace,2018-11-23,Colombo (SSC),Sri Lanka,2018,2,55,108,4,1,145,276,4,90,168,0,36.25,>30,SL,Away,After 1965
BA Stokes,ENG,Pace,2019-01-23,Bridgetown,West Indies,2019,2,140,303,6,1,635,1301,24,495,998,18,26.458333333333332,<=30,WI,Away,After 1965
BA Stokes,ENG,Pace,2019-01-31,North Sound,West Indies,2019,1,58,162,2,1,523,1214,27,465,1052,25,19.37037037037037,<=30,WI,Away,After 1965
BA Stokes,ENG,Pace,2019-02-09,Gros Islet,West Indies,2019,1,30,53,2,1,684,1370,27,654,1317,25,25.333333333333332,<=30,WI,Away,After 1965
BA Stokes,ENG,Pace,2019-08-01,Birmingham,England,2019,2,162,240,4,1,758,1453,25,596,1213,21,30.32,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2019-08-14,Lord's,England,2019,2,33,66,0,1,589,1275,24,556,1209,24,24.541666666666668,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2019-08-22,Leeds,England,2019,2,101,200,4,1,629,1344,34,528,1144,30,18.5,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2019-09-04,Manchester,England,2019,1,66,65,0,1,783,1519,27,717,1454,27,29.0,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2019-11-21,Mount Maunganui,New Zealand,2019,1,74,156,2,1,805,1856,23,731,1700,21,35.0,>30,NZ,Away,After 1965
BA Stokes,ENG,Pace,2019-11-29,Hamilton,New Zealand,2019,2,94,162,0,1,881,1878,20,787,1716,20,44.05,>30,NZ,Away,After 1965
BA Stokes,ENG,Pace,2019-12-26,Centurion,South Africa,2019,1,22,48,2,1,888,1593,38,866,1545,36,23.36842105263158,<=30,SA,Away,After 1965
BA Stokes,ENG,Pace,2020-01-03,Cape Town,South Africa,2020,2,69,196,3,1,689,1635,31,620,1439,28,22.225806451612904,<=30,SA,Away,After 1965
BA Stokes,ENG,Pace,2020-01-16,Gqeberha,South Africa,2020,2,35,60,1,1,517,1029,13,482,969,12,39.76923076923077,>30,SA,Away,After 1965
BA Stokes,ENG,Pace,2020-01-24,Johannesburg,South Africa,2020,2,94,162,4,1,1022,1773,39,928,1611,35,26.205128205128204,<=30,SA,Away,After 1965
BA Stokes,ENG,Pace,2020-07-08,Southampton,England,2020,2,88,146,6,1,825,1729,32,737,1583,26,25.78125,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2020-07-16,Manchester,England,2020,2,59,166,3,1,747,1583,23,688,1417,20,32.47826086956522,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2020-08-05,Manchester,England,2020,1,11,24,2,1,609,1268,24,598,1244,22,25.375,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2021-02-05,Chennai,India,2021,2,29,60,1,1,376,864,16,347,804,15,23.5,<=30,IND,Away,After 1965
BA Stokes,ENG,Pace,2021-02-13,Chennai,India,2021,1,16,12,0,1,192,382,7,176,370,7,27.428571428571427,<=30,IND,Away,After 1965
BA Stokes,ENG,Pace,2021-02-24,Ahmedabad,India,2021,1,19,18,0,1,124,228,2,105,210,2,62.0,>30,IND,Away,After 1965
BA Stokes,ENG,Pace,2021-03-04,Ahmedabad,India,2021,1,89,166,4,1,213,478,9,124,312,5,23.666666666666668,<=30,IND,Away,After 1965
BA Stokes,ENG,Pace,2021-12-08,Brisbane,Australia,2021,1,65,72,0,1,608,1187,25,543,1115,25,24.32,<=30,AUS,Away,After 1965
BA Stokes,ENG,Pace,2021-12-16,Adelaide,Australia,2021,2,137,162,3,1,845,1824,27,708,1662,24,31.296296296296298,>30,AUS,Away,After 1965
BA Stokes,ENG,Pace,2021-12-26,Melbourne,Australia,2021,1,47,64,1,1,423,909,26,376,845,25,16.26923076923077,<=30,AUS,Away,After 1965
BA Stokes,ENG,Pace,2022-01-05,Sydney,Australia,2022,1,37,83,0,1,798,1621,23,761,1538,23,34.69565217391305,>30,AUS,Away,After 1965
BA Stokes,ENG,Pace,2022-03-08,North Sound,West Indies,2022,2,66,246,3,1,832,1769,23,766,1523,20,36.17391304347826,>30,WI,Away,After 1965
BA Stokes,ENG,Pace,2022-03-16,Bridgetown,West Indies,2022,2,74,216,2,1,744,1535,17,670,1319,15,43.76470588235294,>30,WI,Away,After 1965
BA Stokes,ENG,Pace,2022-03-24,St George's,West Indies,2022,1,48,132,2,1,518,1435,27,470,1303,25,19.185185185185187,<=30,WI,Away,After 1965
BA Stokes,ENG,Pace,2022-06-02,Lord's,England,2022,2,48,58,1,1,722,1408,33,674,1350,32,21.87878787878788,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2022-06-10,Nottingham,England,2022,2,147,240,2,1,1254,1921,26,1107,1681,24,48.23076923076923,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2022-06-23,Leeds,England,2022,1,30,24,0,1,862,1428,19,832,1404,19,45.36842105263158,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2022-07-01,Birmingham,England,2022,2,80,149,5,1,1049,1525,30,969,1376,25,34.96666666666667,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2022-08-17,Lord's,England,2022,1,71,108,3,1,531,875,27,460,767,24,19.666666666666668,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2022-08-25,Manchester,England,2022,2,47,126,4,1,514,991,25,467,865,21,20.56,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2022-09-08,The Oval,England,2022,1,39,78,3,1,547,897,31,508,819,28,17.64516129032258,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2022-12-01,Rawalpindi,Pakistan,2022,2,104,162,1,1,786,1181,21,682,1019,20,37.42857142857143,>30,PAK,Away,After 1965
BA Stokes,ENG,Pace,2022-12-17,Karachi,Pakistan,2022,1,20,48,0,1,137,318,3,117,270,3,45.666666666666664,>30,PAK,Away,After 1965
BA Stokes,ENG,Pace,2023-02-16,Mount Maunganui,New Zealand,2023,1,38,42,1,1,901,1216,34,863,1174,33,26.5,<=30,NZ,Away,After 1965
BA Stokes,ENG,Pace,2023-02-24,Wellington,New Zealand,2023,1,16,12,0,1,965,1553,25,949,1541,25,38.6,>30,NZ,Away,After 1965
BA Stokes,ENG,Pace,2023-06-16,Birmingham,England,2023,2,42,84,2,1,808,1386,24,766,1302,22,33.666666666666664,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2023-06-28,Lord's,England,2023,2,47,90,1,1,1187,1964,35,1140,1874,34,33.91428571428571,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2024-03-07,Dharamsala,India,2024,1,17,30,1,1,287,408,5,270,378,4,57.4,>30,IND,Away,After 1965
BA Stokes,ENG,Pace,2024-07-10,Lord's,England,2024,2,39,108,3,1,552,962,27,513,854,24,20.444444444444443,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2024-07-18,Nottingham,England,2024,1,61,72,1,1,1038,1453,27,977,1381,26,38.44444444444444,>30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2024-07-26,Birmingham,England,2024,2,71,114,1,1,712,994,27,641,880,26,26.37037037037037,<=30,ENG,Home,After 1965
BA Stokes,ENG,Pace,2024-10-15,Multan,Pakistan,2024,2,33,60,0,1,157,284,3,124,224,3,52.333333333333336,>30,PAK,Away,After 1965
BA Stokes,ENG,Pace,2024-11-28,Christchurch,New Zealand,2024,2,89,117,0,1,709,1026,15,620,909,15,47.266666666666666,>30,NZ,Away,After 1965
BA Stokes,ENG,Pace,2024-12-06,Wellington,New Zealand,2024,2,26,62,4,1,601,832,22,575,770,18,27.318181818181817,<=30,NZ,Away,After 1965
BA Stokes,ENG,Pace,2024-12-14,Hamilton,New Zealand,2024,2,143,218,3,1,652,1099,24,509,881,21,27.166666666666668,<=30,NZ,Away,After 1965
BA Williams,AUS,Pace,2003-10-17,Sydney,Australia,2003,2,114,234,4,1,646,1058,15,532,824,11,43.06666666666667,>30,AUS,Home,Upto 2014
BA Williams,AUS,Pace,2003-12-12,Adelaide,Australia,2003,2,106,222,0,1,872,1501,19,766,1279,19,45.89473684210526,>30,AUS,Home,Upto 2014
BA Williams,AUS,Pace,2003-12-26,Melbourne,Australia,2003,2,119,252,5,1,819,1520,17,700,1268,12,48.1764705882353,>30,AUS,Home,Upto 2014
BA Williams,AUS,Pace,2004-03-24,Colombo (SSC),Sri Lanka,2004,2,67,144,0,1,527,998,13,460,854,13,40.53846153846154,>30,SL,Away,Upto 2014
BAG Murray,NZ,Spin,1968-02-29,Wellington,New Zealand,1968,1,0,6,1,1,408,1093,20,408,1087,19,20.4,<=30,NZ,Home,Upto 2014
BAW Mendis,SL,Spin,2008-07-23,Colombo (SSC),Sri Lanka,2008,2,132,275,8,1,529,1031,21,397,756,13,25.19047619047619,<=30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2008-07-31,Galle,Sri Lanka,2008,2,209,332,10,1,684,1286,30,475,954,20,22.8,<=30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2008-08-08,Colombo (PSS),Sri Lanka,2008,2,137,372,8,1,613,1402,20,476,1030,12,30.65,>30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2009-01-03,Chattogram,Bangladesh,2009,2,128,258,7,1,931,1570,27,803,1312,20,34.48148148148148,>30,BAN,Away,Upto 2014
BAW Mendis,SL,Spin,2009-02-21,Karachi,Pakistan,2009,1,157,354,1,1,883,1568,9,726,1214,8,98.11111111111111,>30,PAK,Away,Upto 2014
BAW Mendis,SL,Spin,2009-03-01,Lahore,Pakistan,2009,1,21,48,0,1,316,544,0,295,496,0,inf,>30,PAK,Away,Upto 2014
BAW Mendis,SL,Spin,2009-07-04,Galle,Sri Lanka,2009,2,116,210,2,1,354,709,16,238,499,14,22.125,<=30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2009-07-12,Colombo (PSS),Sri Lanka,2009,2,101,162,3,1,425,767,15,324,605,12,28.333333333333332,<=30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2009-08-18,Galle,Sri Lanka,2009,2,135,347,3,1,652,1329,16,517,982,13,40.75,>30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2009-11-24,Kanpur,India,2009,1,162,228,2,1,718,1197,20,556,969,18,35.9,>30,IND,Away,Upto 2014
BAW Mendis,SL,Spin,2010-07-26,Colombo (SSC),Sri Lanka,2010,1,172,378,4,1,926,1870,14,754,1492,10,66.14285714285714,>30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2010-08-03,Colombo (PSS),Sri Lanka,2010,2,174,264,2,1,813,1539,26,639,1275,24,31.26923076923077,>30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2010-11-15,Galle,Sri Lanka,2010,1,169,354,6,1,572,1048,14,403,694,8,40.857142857142854,>30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2010-11-23,Colombo (RPS),Sri Lanka,2010,2,57,117,3,1,280,519,10,223,402,7,28.0,<=30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2010-12-01,Pallekele,Sri Lanka,2010,1,78,168,2,1,152,366,6,74,198,4,25.333333333333332,<=30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2011-05-26,Cardiff,England,2011,1,66,126,1,1,338,682,10,272,556,9,33.8,>30,ENG,Away,Upto 2014
BAW Mendis,SL,Spin,2013-03-08,Galle,Sri Lanka,2013,2,175,258,2,1,1160,1920,13,985,1662,11,89.23076923076923,>30,SL,Home,Upto 2014
BAW Mendis,SL,Spin,2014-02-04,Chattogram,Bangladesh,2014,2,160,275,6,1,1153,1976,25,993,1701,19,46.12,>30,BAN,Away,After 1965
BAW Mendis,SL,Spin,2014-07-24,Colombo (SSC),Sri Lanka,2014,2,85,204,0,1,647,1745,22,562,1541,22,29.40909090909091,<=30,SL,Home,After 1965
BB Chari,ZIM,Spin,2014-11-12,Chattogram,Bangladesh,2014,1,9,12,0,1,952,1674,19,943,1662,19,50.10526315789474,>30,BAN,Away,After 1965
BB Chari,ZIM,Spin,2016-11-06,Harare,Zimbabwe,2016,1,3,6,0,1,564,968,25,561,962,25,22.56,<=30,ZIM,Home,After 1965
BB McCullum,NZ,Spin,2010-11-04,Ahmedabad,India,2010,1,18,36,0,1,781,1719,18,763,1683,18,43.388888888888886,>30,IND,Away,Upto 2014
BB McCullum,NZ,Spin,2014-11-09,Abu Dhabi,UAE,2014,2,35,67,0,1,765,1282,14,730,1215,14,54.642857142857146,>30,UAE,Away,After 1965
BB McCullum,NZ,Spin,2014-11-17,Dubai (DICS),UAE,2014,2,13,30,1,1,778,1523,22,765,1493,21,35.36363636363637,>30,UAE,Away,After 1965
BB McCullum,NZ,Spin,2014-12-26,Christchurch,New Zealand,2014,1,3,6,0,1,299,462,3,296,456,3,99.66666666666667,>30,NZ,Home,After 1965
BB McCullum,NZ,Spin,2015-11-13,W.A.C.A,Australia,2015,1,16,12,0,1,404,593,6,388,581,6,67.33333333333333,>30,AUS,Away,After 1965
BB McCullum,NZ,Spin,2016-02-20,Christchurch,New Zealand,2016,1,3,24,0,1,123,228,4,120,204,4,30.75,>30,NZ,Home,After 1965
BBM Gaskin,WI,Pace,1948-01-21,Bridgetown,West Indies,1948,2,45,126,1,1,345,968,10,300,842,9,34.5,>30,WI,Home,Upto 2014
BBM Gaskin,WI,Pace,1948-02-11,Port of Spain,West Indies,1948,2,113,348,1,1,529,1106,15,416,758,14,35.266666666666666,>30,WI,Home,Upto 2014
BC Booth,AUS,Spin,1962-12-29,Melbourne,Australia,1962,1,4,2,0,1,341,714,6,337,712,6,56.833333333333336,>30,AUS,Home,Upto 2014
BC Booth,AUS,Spin,1964-01-10,Sydney,Australia,1964,1,3,8,0,1,363,985,5,360,977,5,72.6,>30,AUS,Home,Upto 2014
BC Booth,AUS,Spin,1964-10-02,Chennai,India,1964,2,24,78,0,1,735,1918,23,711,1840,23,31.956521739130434,>30,IND,Away,Upto 2014
BC Booth,AUS,Spin,1964-10-10,Brabourne,India,1964,1,1,24,0,1,796,2173,26,795,2149,26,30.615384615384617,>30,IND,Away,Upto 2014
BC Booth,AUS,Spin,1964-10-17,Eden Gardens,India,1964,1,33,108,2,1,407,1253,16,374,1145,14,25.4375,<=30,IND,Away,Upto 2014
BC Booth,AUS,Spin,1964-10-24,Karachi,Pakistan,1964,2,33,108,1,1,840,2130,18,807,2022,17,46.666666666666664,>30,PAK,Away,Upto 2014
