Bowler,Team,BowlType,Start Date,Ground,Host Country,year,Inn,Runs,Balls,Wickets,Matches,Runs_grouped,Balls_grouped,Wickets_grouped,run_diff,ball_diff,wickets_diff,AveforWicket,AveWicket,Home,HomeorAway,Period
B Lee,AUS,Pace,2003-04-10,Georgetown,West Indies,2003,2,98,147,2,1,811,1248,21,713,1101,19,38.61904761904762,>30,WI,Away,Upto 2014
B Lee,AUS,Pace,2003-04-19,Port of Spain,West Indies,2003,2,137,252,5,1,913,1617,20,776,1365,15,45.65,>30,WI,Away,Upto 2014
B Lee,AUS,Pace,2003-05-01,Bridgetown,West Indies,2003,2,121,240,3,1,652,1455,15,531,1215,12,43.46666666666667,>30,WI,Away,Upto 2014
B Lee,AUS,Pace,2003-05-09,St John's,West Indies,2003,2,135,228,7,1,870,1573,29,735,1345,22,30.0,<=30,WI,Away,Upto 2014
B Lee,AUS,Pace,2003-07-18,Darwin,Australia,2003,2,57,122,4,1,496,985,17,439,863,13,29.176470588235293,<=30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2003-07-25,Cairns,Australia,2003,2,133,174,2,1,637,1169,12,504,995,10,53.083333333333336,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2003-10-09,W.A.C.A,Australia,2003,2,144,300,4,1,658,1277,15,514,977,11,43.86666666666667,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2003-10-17,Sydney,Australia,2003,1,78,138,2,1,646,1058,15,568,920,13,43.06666666666667,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2003-12-26,Melbourne,Australia,2003,2,200,294,4,1,819,1520,17,619,1226,13,48.1764705882353,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2004-01-02,Sydney,Australia,2004,2,276,311,4,1,876,1379,11,600,1068,7,79.63636363636364,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2005-07-21,Lord's,England,2005,2,105,181,5,1,726,1256,32,621,1075,27,22.6875,<=30,ENG,Away,Upto 2014
B Lee,AUS,Pace,2005-08-04,Birmingham,England,2005,2,193,210,5,1,817,1095,24,624,885,19,34.041666666666664,>30,ENG,Away,Upto 2014
B Lee,AUS,Pace,2005-08-11,Manchester,England,2005,2,160,234,5,1,929,1432,27,769,1198,22,34.407407407407405,>30,ENG,Away,Upto 2014
B Lee,AUS,Pace,2005-08-25,Nottingham,England,2005,2,182,264,4,1,944,1543,26,762,1279,22,36.30769230769231,>30,ENG,Away,Upto 2014
B Lee,AUS,Pace,2005-09-08,The Oval,England,2005,2,182,258,1,1,707,1205,18,525,947,17,39.27777777777778,>30,ENG,Away,Upto 2014
B Lee,AUS,Pace,2005-10-14,Sydney,Australia,2005,2,96,108,2,1,422,699,17,326,591,15,24.823529411764707,<=30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2005-11-03,Brisbane,Australia,2005,2,89,174,6,1,772,1215,25,683,1041,19,30.88,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2005-11-17,Hobart,Australia,2005,2,131,243,5,1,632,1261,19,501,1018,14,33.26315789473684,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2005-11-25,Adelaide,Australia,2005,2,157,270,7,1,853,1575,23,696,1305,16,37.08695652173913,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2005-12-16,W.A.C.A,Australia,2005,2,176,320,6,1,1099,2050,27,923,1730,21,40.7037037037037,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2005-12-26,Melbourne,Australia,2005,2,115,234,3,1,712,1466,23,597,1232,20,30.956521739130434,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2006-01-02,Sydney,Australia,2006,2,130,244,4,1,752,1301,17,622,1057,13,44.23529411764706,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2006-03-16,Cape Town,South Africa,2006,2,84,191,5,1,563,1099,28,479,908,23,20.107142857142858,<=30,SA,Away,Upto 2014
B Lee,AUS,Pace,2006-03-24,Durban,South Africa,2006,2,134,250,6,1,838,1637,23,704,1387,17,36.43478260869565,>30,SA,Away,Upto 2014
B Lee,AUS,Pace,2006-03-31,Johannesburg,South Africa,2006,2,114,255,6,1,824,1490,30,710,1235,24,27.466666666666665,<=30,SA,Away,Upto 2014
B Lee,AUS,Pace,2006-04-09,Fatullah,Bangladesh,2006,2,115,162,1,1,364,804,10,249,642,9,36.4,>30,BAN,Away,Upto 2014
B Lee,AUS,Pace,2006-04-16,Chattogram,Bangladesh,2006,2,71,120,1,1,238,372,5,167,252,4,47.6,>30,BAN,Away,Upto 2014
B Lee,AUS,Pace,2006-11-23,Brisbane,Australia,2006,2,149,222,2,1,985,1659,24,836,1437,22,41.041666666666664,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2006-12-01,Adelaide,Australia,2006,2,174,312,3,1,876,1646,21,702,1334,18,41.714285714285715,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2006-12-14,W.A.C.A,Australia,2006,2,144,240,3,1,846,1471,19,702,1231,16,44.526315789473685,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2006-12-26,Melbourne,Australia,2006,2,83,191,6,1,551,1154,23,468,963,17,23.956521739130434,<=30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2007-01-02,Sydney,Australia,2007,2,114,216,6,1,646,1259,24,532,1043,18,26.916666666666668,<=30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2007-11-08,Brisbane,Australia,2007,2,112,269,8,1,668,1297,18,556,1028,10,37.111111111111114,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2007-11-16,Hobart,Australia,2007,2,169,299,8,1,932,1457,19,763,1158,11,49.05263157894737,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2007-12-26,Melbourne,Australia,2007,2,89,203,6,1,517,1047,21,428,844,15,24.61904761904762,<=30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2008-01-02,Sydney,Australia,2008,2,153,272,7,1,803,1292,17,650,1020,10,47.23529411764706,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2008-01-16,W.A.C.A,Australia,2008,2,125,268,6,1,844,1397,31,719,1129,25,27.225806451612904,<=30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2008-01-24,Adelaide,Australia,2008,2,175,378,5,1,710,1457,17,535,1079,12,41.76470588235294,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2008-05-22,Kingston,West Indies,2008,2,144,300,5,1,802,1720,34,658,1420,29,23.58823529411765,<=30,WI,Away,Upto 2014
B Lee,AUS,Pace,2008-05-30,North Sound,West Indies,2008,2,110,252,8,1,984,1871,24,874,1619,16,41.0,>30,WI,Away,Upto 2014
B Lee,AUS,Pace,2008-06-12,Bridgetown,West Indies,2008,2,173,244,5,1,809,1396,25,636,1152,20,32.36,>30,WI,Away,Upto 2014
B Lee,AUS,Pace,2008-10-09,Bengaluru,India,2008,2,90,222,2,1,560,1289,24,470,1067,22,23.333333333333332,<=30,IND,Away,Upto 2014
B Lee,AUS,Pace,2008-10-17,Mohali,India,2008,2,147,228,2,1,846,1398,17,699,1170,15,49.76470588235294,>30,IND,Away,Upto 2014
B Lee,AUS,Pace,2008-10-29,Delhi,India,2008,2,167,282,3,1,697,1278,10,530,996,7,69.7,>30,IND,Away,Upto 2014
B Lee,AUS,Pace,2008-11-06,Nagpur,India,2008,2,89,156,1,1,502,1096,12,413,940,11,41.833333333333336,>30,IND,Away,Upto 2014
B Lee,AUS,Pace,2008-11-20,Brisbane,Australia,2008,2,91,150,3,1,700,1373,36,609,1223,33,19.444444444444443,<=30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2008-11-28,Adelaide,Australia,2008,2,171,303,9,1,688,1276,20,517,973,11,34.4,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2008-12-17,W.A.C.A,Australia,2008,2,132,288,1,1,940,1782,28,808,1494,27,33.57142857142857,>30,AUS,Home,Upto 2014
B Lee,AUS,Pace,2008-12-26,Melbourne,Australia,2008,2,117,138,0,1,952,1716,26,835,1578,26,36.61538461538461,>30,AUS,Home,Upto 2014
B Mavuta,ZIM,Spin,2018-11-03,Sylhet,Bangladesh,2018,2,48,96,4,1,549,1328,32,501,1232,28,17.15625,<=30,BAN,Away,After 1965
B Mavuta,ZIM,Spin,2018-11-11,Mirpur,Bangladesh,2018,2,189,240,0,1,819,1414,17,630,1174,17,48.1764705882353,>30,BAN,Away,After 1965
B Mavuta,ZIM,Spin,2023-02-04,Bulawayo,Zimbabwe,2023,2,170,282,5,1,573,1170,18,403,888,13,31.833333333333332,>30,ZIM,Home,After 1965
B Mavuta,ZIM,Spin,2023-02-12,Bulawayo,Zimbabwe,2023,1,73,144,3,1,284,566,18,211,422,15,15.777777777777779,<=30,ZIM,Home,After 1965
B Mavuta,ZIM,Spin,2024-12-26,Bulawayo,Zimbabwe,2024,1,152,240,0,1,1189,1856,20,1037,1616,20,59.45,>30,ZIM,Home,After 1965
B Mitchell,SA,Spin,1929-06-15,Birmingham,England,1929,1,10,12,0,1,416,1126,6,406,1114,6,69.33333333333333,>30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1929-06-29,Lord's,England,1929,1,19,24,0,1,382,1002,11,363,978,11,34.72727272727273,>30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1929-07-13,Leeds,England,1929,2,51,82,1,1,624,1466,25,573,1384,24,24.96,<=30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1929-07-27,Manchester,England,1929,1,21,48,1,1,374,874,16,353,826,15,23.375,<=30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1929-08-17,The Oval,England,1929,1,17,24,0,1,557,1110,10,540,1086,10,55.7,>30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1931-01-01,Cape Town,South Africa,1931,1,20,48,0,1,731,1678,19,711,1630,19,38.473684210526315,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1931-02-21,Durban,South Africa,1931,1,18,6,0,1,436,1147,20,418,1141,20,21.8,<=30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1931-12-18,Sydney,Australia,1931,1,8,6,0,1,364,897,16,356,891,16,22.75,<=30,AUS,Away,Upto 2014
B Mitchell,SA,Spin,1932-02-27,Christchurch,New Zealand,1932,2,37,52,2,1,356,669,15,319,617,13,23.733333333333334,<=30,NZ,Away,Upto 2014
B Mitchell,SA,Spin,1932-03-04,Wellington,New Zealand,1932,1,23,29,2,1,627,1075,19,604,1046,17,33.0,>30,NZ,Away,Upto 2014
B Mitchell,SA,Spin,1935-06-15,Nottingham,England,1935,1,66,132,1,1,343,876,8,277,744,7,42.875,>30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1935-06-29,Lord's,England,1935,1,11,12,0,1,484,1320,22,473,1308,22,22.0,<=30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1935-07-13,Leeds,England,1935,1,30,36,0,1,260,741,11,230,705,11,23.636363636363637,<=30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1935-07-27,Manchester,England,1935,1,11,6,0,1,449,1029,11,438,1023,11,40.81818181818182,>30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1935-08-17,The Oval,England,1935,1,36,48,1,1,498,864,8,462,816,7,62.25,>30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1935-12-14,Durban,South Africa,1935,2,72,144,0,1,684,1775,22,612,1631,22,31.09090909090909,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1935-12-24,Johannesburg,South Africa,1935,2,99,135,5,1,577,1226,18,478,1091,13,32.05555555555556,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1936-01-01,Cape Town,South Africa,1936,1,19,24,0,1,468,1146,24,449,1122,24,19.5,<=30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1936-02-15,Johannesburg,South Africa,1936,1,53,90,0,1,374,819,19,321,729,19,19.68421052631579,<=30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1936-02-28,Durban,South Africa,1936,1,87,155,5,1,543,1530,23,456,1375,18,23.608695652173914,<=30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1938-12-24,Johannesburg,South Africa,1938,2,133,264,3,1,478,1422,15,345,1158,12,31.866666666666667,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1938-12-31,Cape Town,South Africa,1938,1,81,160,0,1,556,1422,11,475,1262,11,50.54545454545455,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1939-01-20,Durban,South Africa,1939,1,45,64,0,1,407,989,9,362,925,9,45.22222222222222,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1939-02-18,Johannesburg,South Africa,1939,2,79,192,2,1,359,773,7,280,581,5,51.285714285714285,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1939-03-03,Durban,South Africa,1939,2,153,352,1,1,794,1998,16,641,1646,15,49.625,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1947-07-26,Leeds,England,1947,1,5,12,0,1,420,1282,10,415,1270,10,42.0,>30,ENG,Away,Upto 2014
B Mitchell,SA,Spin,1948-12-27,Johannesburg,South Africa,1948,1,79,144,1,1,725,1588,13,646,1444,12,55.76923076923077,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1949-01-01,Cape Town,South Africa,1949,2,43,104,1,1,568,1444,18,525,1340,17,31.555555555555557,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1949-02-12,Johannesburg,South Africa,1949,2,28,80,1,1,470,1288,10,442,1208,9,47.0,>30,SA,Home,Upto 2014
B Mitchell,SA,Spin,1949-03-05,Gqeberha,South Africa,1949,1,26,40,0,1,750,1935,20,724,1895,20,37.5,>30,SA,Home,Upto 2014
B Muzarabani,ZIM,Pace,2017-12-26,Gqeberha,South Africa,2017,1,48,78,0,1,327,664,21,279,586,21,15.571428571428571,<=30,SA,Away,After 1965
B Muzarabani,ZIM,Pace,2021-03-02,Abu Dhabi,UAE,2021,2,62,120,6,1,239,474,18,177,354,12,13.277777777777779,<=30,UAE,Away,After 1965
B Muzarabani,ZIM,Pace,2021-03-10,Abu Dhabi,UAE,2021,2,87,211,2,1,415,797,6,328,586,4,69.16666666666667,>30,UAE,Away,After 1965
B Muzarabani,ZIM,Pace,2021-04-29,Harare,Zimbabwe,2021,1,73,186,4,1,469,921,23,396,735,19,20.391304347826086,<=30,ZIM,Home,After 1965
B Muzarabani,ZIM,Pace,2021-05-07,Harare,Zimbabwe,2021,1,82,174,3,1,481,1050,18,399,876,15,26.72222222222222,<=30,ZIM,Home,After 1965
B Muzarabani,ZIM,Pace,2021-07-07,Harare,Zimbabwe,2021,2,121,246,4,1,697,1302,16,576,1056,12,43.5625,>30,ZIM,Home,After 1965
B Muzarabani,ZIM,Pace,2024-07-25,Belfast,Northern Ireland,2024,2,105,180,5,1,610,1116,26,505,936,21,23.46153846153846,<=30,Northern Ireland,Away,After 1965
B Muzarabani,ZIM,Pace,2024-12-26,Bulawayo,Zimbabwe,2024,1,52,168,1,1,179,342,3,127,174,2,59.666666666666664,>30,ZIM,Home,After 1965
B Muzarabani,ZIM,Pace,2025-01-02,Bulawayo,Zimbabwe,2025,2,151,246,8,1,331,653,15,180,407,7,22.066666666666666,<=30,ZIM,Home,After 1965
B Sutcliffe,NZ,Spin,1949-06-11,Leeds,England,1949,1,17,24,1,1,545,1101,10,528,1077,9,54.5,>30,ENG,Away,Upto 2014
B Sutcliffe,NZ,Spin,1949-06-25,Lord's,England,1949,2,56,102,0,1,624,1342,19,568,1240,19,32.8421052631579,>30,ENG,Away,Upto 2014
B Sutcliffe,NZ,Spin,1949-07-23,Manchester,England,1949,1,22,30,0,1,586,1224,13,564,1194,13,45.07692307692308,>30,ENG,Away,Upto 2014
B Sutcliffe,NZ,Spin,1952-02-15,Auckland,New Zealand,1952,1,1,6,0,1,442,1192,12,441,1186,12,36.833333333333336,>30,NZ,Home,Upto 2014
B Sutcliffe,NZ,Spin,1953-03-06,Wellington,New Zealand,1953,1,4,6,0,1,540,1494,12,536,1488,12,45.0,>30,NZ,Home,Upto 2014
B Sutcliffe,NZ,Spin,1954-01-01,Cape Town,South Africa,1954,2,46,96,0,1,639,1815,13,593,1719,13,49.15384615384615,>30,SA,Away,Upto 2014
B Sutcliffe,NZ,Spin,1955-10-26,Lahore,Pakistan,1955,1,4,9,1,1,672,1787,23,668,1778,22,29.217391304347824,<=30,PAK,Away,Upto 2014
B Sutcliffe,NZ,Spin,1955-11-19,Hyderabad (Deccan),India,1955,1,36,54,0,1,665,1888,11,629,1834,11,60.45454545454545,>30,IND,Away,Upto 2014
B Sutcliffe,NZ,Spin,1955-12-02,Brabourne,India,1955,1,9,12,0,1,470,1277,17,461,1265,17,27.647058823529413,<=30,IND,Away,Upto 2014
B Sutcliffe,NZ,Spin,1955-12-16,Delhi,India,1955,1,8,18,0,1,540,1398,4,532,1380,4,135.0,>30,IND,Away,Upto 2014
B Sutcliffe,NZ,Spin,1955-12-28,Eden Gardens,India,1955,1,28,42,0,1,462,1292,19,434,1250,19,24.31578947368421,<=30,IND,Away,Upto 2014
B Sutcliffe,NZ,Spin,1956-02-18,Christchurch,New Zealand,1956,1,16,12,0,1,464,1136,24,448,1124,24,19.333333333333332,<=30,NZ,Home,Upto 2014
B Sutcliffe,NZ,Spin,1959-02-27,Christchurch,New Zealand,1959,1,9,12,0,1,315,1017,18,306,1005,18,17.5,<=30,NZ,Home,Upto 2014
B Sutcliffe,NZ,Spin,1959-03-14,Auckland,New Zealand,1959,1,2,6,0,1,206,465,5,204,459,5,41.2,>30,NZ,Home,Upto 2014
B Sutcliffe,NZ,Spin,1965-03-05,Eden Gardens,India,1965,1,14,18,0,1,632,1531,17,618,1513,17,37.1764705882353,>30,IND,Away,Upto 2014
B Sutcliffe,NZ,Spin,1965-03-12,Brabourne,India,1965,1,30,24,0,1,545,1316,11,515,1292,11,49.54545454545455,>30,IND,Away,Upto 2014
B Sutcliffe,NZ,Spin,1965-03-19,Delhi,India,1965,1,4,1,0,1,716,1840,21,712,1839,21,34.095238095238095,>30,IND,Away,Upto 2014
B Sutcliffe,NZ,Spin,1965-04-02,Lahore,Pakistan,1965,1,38,66,2,1,697,1836,15,659,1770,13,46.46666666666667,>30,PAK,Away,Upto 2014
B Warnapura,SL,Pace,1982-02-17,Colombo (PSS),Sri Lanka,1982,2,10,24,0,1,292,600,11,282,576,11,26.545454545454547,<=30,SL,Home,Upto 2014
B Warnapura,SL,Pace,1982-03-05,Karachi,Pakistan,1982,1,9,12,0,1,440,708,10,431,696,10,44.0,>30,PAK,Away,Upto 2014
B Warnapura,SL,Pace,1982-09-17,Chennai,India,1982,1,27,54,0,1,686,896,18,659,842,18,38.111111111111114,>30,IND,Away,Upto 2014
B White,IRE,Spin,2023-04-04,Mirpur,Bangladesh,2023,2,114,123,3,1,595,1200,23,481,1077,20,25.869565217391305,<=30,BAN,Away,After 1965
B White,IRE,Spin,2023-04-16,Galle,Sri Lanka,2023,1,119,132,1,1,643,1027,18,524,895,17,35.72222222222222,>30,SL,Away,After 1965
B White,IRE,Spin,2023-04-24,Galle,Sri Lanka,2023,1,203,204,0,1,963,1611,14,760,1407,14,68.78571428571429,>30,SL,Away,After 1965
B Wood,ENG,Pace,1972-12-20,Delhi,India,1972,1,13,12,0,1,207,536,11,194,524,11,18.818181818181817,<=30,IND,Away,Upto 2014
B Wood,ENG,Pace,1975-02-28,Christchurch,New Zealand,1975,1,19,32,0,1,449,1000,7,430,968,7,64.14285714285714,>30,NZ,Away,Upto 2014
B Wood,ENG,Pace,1975-07-31,Lord's,England,1975,1,6,6,0,1,808,1552,18,802,1546,18,44.888888888888886,>30,ENG,Home,Upto 2014
B Wood,ENG,Pace,1975-08-14,Leeds,England,1975,1,10,30,0,1,612,1447,21,602,1417,21,29.142857142857142,<=30,ENG,Home,Upto 2014
B Wood,ENG,Pace,1978-06-01,Birmingham,England,1978,1,2,18,0,1,618,1454,19,616,1436,19,32.526315789473685,>30,ENG,Home,Upto 2014
B Yardley,AUS,Spin,1978-01-28,Adelaide,Australia,1978,2,196,528,4,1,820,1960,16,624,1432,12,51.25,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1978-03-03,Port of Spain,West Indies,1978,1,64,114,3,1,269,461,9,205,347,6,29.88888888888889,<=30,WI,Away,Upto 2014
B Yardley,AUS,Spin,1978-03-17,Bridgetown,West Indies,1978,2,67,77,0,1,226,371,4,159,294,4,56.5,>30,WI,Away,Upto 2014
B Yardley,AUS,Spin,1978-03-31,Georgetown,West Indies,1978,1,96,180,3,1,414,708,7,318,528,4,59.142857142857146,>30,WI,Away,Upto 2014
B Yardley,AUS,Spin,1978-04-15,Port of Spain,West Indies,1978,2,88,290,5,1,493,1205,23,405,915,18,21.434782608695652,<=30,WI,Away,Upto 2014
B Yardley,AUS,Spin,1978-04-28,Kingston,West Indies,1978,2,62,258,4,1,606,1484,19,544,1226,15,31.894736842105264,>30,WI,Away,Upto 2014
B Yardley,AUS,Spin,1978-12-01,Brisbane,Australia,1978,2,75,160,1,1,206,680,3,131,520,2,68.66666666666667,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1978-12-15,W.A.C.A,Australia,1978,2,103,312,4,1,155,496,8,52,184,4,19.375,<=30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1979-01-27,Adelaide,Australia,1979,2,85,192,0,1,239,776,7,154,584,7,34.142857142857146,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1979-02-10,Sydney,Australia,1979,2,126,242,2,1,364,1147,19,238,905,17,19.157894736842106,<=30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1979-03-24,W.A.C.A,Australia,1979,2,94,224,1,1,123,288,2,29,64,1,61.5,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1979-09-19,Bengaluru,India,1979,1,107,264,4,1,418,1101,14,311,837,10,29.857142857142858,<=30,IND,Away,Upto 2014
B Yardley,AUS,Spin,1979-10-02,Kanpur,India,1979,2,136,360,2,1,449,1116,12,313,756,10,37.416666666666664,>30,IND,Away,Upto 2014
B Yardley,AUS,Spin,1979-10-26,Eden Gardens,India,1979,2,138,330,4,1,581,1386,14,443,1056,10,41.5,>30,IND,Away,Upto 2014
B Yardley,AUS,Spin,1981-01-23,Adelaide,Australia,1981,2,115,412,3,1,543,1406,16,428,994,13,33.9375,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1981-02-07,Melbourne,Australia,1981,2,110,264,4,1,474,1128,11,364,864,7,43.09090909090909,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1981-11-13,W.A.C.A,Australia,1981,1,84,155,6,1,231,461,11,147,306,5,21.0,<=30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1981-11-27,Brisbane,Australia,1981,2,128,234,5,1,312,546,7,184,312,2,44.57142857142857,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1981-12-11,Melbourne,Australia,1981,1,187,396,7,1,491,1248,15,304,852,8,32.733333333333334,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1981-12-26,Melbourne,Australia,1981,2,61,168,5,1,78,198,5,17,30,0,15.6,<=30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1982-01-02,Sydney,Australia,1982,2,185,348,10,1,278,654,13,93,306,3,21.384615384615383,<=30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1982-01-30,Adelaide,Australia,1982,2,200,341,5,1,305,605,5,105,264,0,61.0,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1982-02-26,Wellington,New Zealand,1982,1,49,138,3,1,49,138,3,0,0,0,16.333333333333332,<=30,NZ,Away,Upto 2014
B Yardley,AUS,Spin,1982-03-12,Auckland,New Zealand,1982,2,182,382,6,1,260,652,9,78,270,3,28.88888888888889,<=30,NZ,Away,Upto 2014
B Yardley,AUS,Spin,1982-03-19,Christchurch,New Zealand,1982,1,80,162,4,1,110,255,7,30,93,3,15.714285714285714,<=30,NZ,Away,Upto 2014
B Yardley,AUS,Spin,1982-09-22,Karachi,Pakistan,1982,2,107,156,1,1,480,981,15,373,825,14,32.0,>30,PAK,Away,Upto 2014
B Yardley,AUS,Spin,1982-10-14,Lahore,Pakistan,1982,1,102,162,1,1,305,636,6,203,474,5,50.833333333333336,>30,PAK,Away,Upto 2014
B Yardley,AUS,Spin,1982-11-12,W.A.C.A,Australia,1982,2,208,502,8,1,325,796,12,117,294,4,27.083333333333332,<=30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1982-11-26,Brisbane,Australia,1982,2,101,346,2,1,274,868,5,173,522,3,54.8,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1982-12-10,Adelaide,Australia,1982,2,142,348,3,1,299,810,4,157,462,1,74.75,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1982-12-26,Melbourne,Australia,1982,2,156,252,4,1,230,438,8,74,186,4,28.75,<=30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1983-01-02,Sydney,Australia,1983,2,186,306,5,1,585,1269,15,399,963,10,39.0,>30,AUS,Home,Upto 2014
B Yardley,AUS,Spin,1983-04-22,Kandy,Sri Lanka,1983,2,166,306,7,1,499,919,15,333,613,8,33.266666666666666,>30,SL,Away,Upto 2014
B Yograj Singh,IND,Pace,1981-02-21,Wellington,New Zealand,1981,1,63,90,1,1,725,1705,33,662,1615,32,21.96969696969697,<=30,NZ,Away,Upto 2014
BA Carse,ENG,Spin,2024-10-07,Multan,Pakistan,2024,2,140,228,4,1,918,1193,16,778,965,12,57.375,>30,PAK,Away,After 1965
BA Carse,ENG,Spin,2024-10-15,Multan,Pakistan,2024,2,79,174,5,1,831,1418,37,752,1244,32,22.45945945945946,<=30,PAK,Away,After 1965
BA Carse,ENG,Spin,2024-11-28,Christchurch,New Zealand,2024,2,106,229,10,1,459,659,17,353,430,7,27.0,<=30,NZ,Away,After 1965
BA Carse,ENG,Spin,2024-12-06,Wellington,New Zealand,2024,2,99,126,6,1,476,526,13,377,400,7,36.61538461538461,>30,NZ,Away,After 1965
BA Carse,ENG,Spin,2024-12-14,Hamilton,New Zealand,2024,2,112,180,2,1,463,592,15,351,412,13,30.866666666666667,>30,NZ,Away,After 1965
BA Edgar,NZ,Spin,1984-01-20,Wellington,New Zealand,1984,1,3,18,0,1,205,579,4,202,561,4,51.25,>30,NZ,Home,Upto 2014
BA Murphy,ZIM,Spin,2000-03-16,Port of Spain,West Indies,2000,2,55,172,4,1,105,340,7,50,168,3,15.0,<=30,WI,Away,Upto 2014
BA Murphy,ZIM,Spin,2000-03-24,Kingston,West Indies,2000,1,99,216,2,1,234,532,3,135,316,1,78.0,>30,WI,Away,Upto 2014
BA Murphy,ZIM,Spin,2000-05-18,Lord's,England,2000,1,57,150,1,1,57,150,1,0,0,0,57.0,>30,ENG,Away,Upto 2014
BA Murphy,ZIM,Spin,2000-06-01,Nottingham,England,2000,2,55,146,2,1,131,266,2,76,120,0,65.5,>30,ENG,Away,Upto 2014
BA Murphy,ZIM,Spin,2000-11-18,Delhi,India,2000,2,146,282,1,1,622,1309,9,476,1027,8,69.11111111111111,>30,IND,Away,Upto 2014
BA Murphy,ZIM,Spin,2000-11-25,Nagpur,India,2000,1,175,245,2,1,810,1427,12,635,1182,10,67.5,>30,IND,Away,Upto 2014
BA Murphy,ZIM,Spin,2000-12-26,Wellington,New Zealand,2000,2,214,384,2,1,458,942,3,244,558,1,152.66666666666666,>30,NZ,Away,Upto 2014
BA Murphy,ZIM,Spin,2001-04-19,Bulawayo,Zimbabwe,2001,2,62,126,1,1,136,274,2,74,148,1,68.0,>30,ZIM,Home,Upto 2014
