Batter,Inns,Runs,Balls,Outs,Fifties,Centuries,Expected Runs,Expected Outs,Expected Fifties,Expected Centuries,Expected Runs 2,Expected Outs 2,Expected Fifties 2,Expected Centuries 2,Ave,SR,InnsPerCentury,expected_ave,expected_sr,expinnsPerCentury,Ave Ratio,SR Ratio,Cen Ratio,expected_ave_present,expected_sr_present,Adjusted Ave,Adjusted Sr,Present Centuries
DS Kulkarni,2,27,28,0,0,0,20.85706365181337,1.7950872033459087,0.009345794392523364,0.0,19.295588154198622,1.8630428434401751,0.0035038401011473225,0.0,inf,96.42857142857143,inf,11.618969603781565,74.48951304219061,inf,inf,1.2945254639261048,,10.357028676038727,68.91281483642365,inf,89.20939359657508,
DS Lehmann,101,3078,3784,79,17,4,2749.475282976512,89.75489725216607,15.72767910349346,1.9634638205392558,3163.1434721585442,95.10289300910685,16.67696531172058,3.250387406885139,38.962025316455694,81.34249471458774,25.25,30.6331505817657,72.66055187570063,51.43970514937262,1.2718908952070942,1.1194863321949327,2.037216045519708,33.2602234493082,83.59258647353447,42.30337537772859,93.58075802994485,6.6217413794616
DS Mohanty,11,28,57,5,0,0,33.0366283744292,3.4183741114722213,0.0,0.0,35.505493814575985,4.068821145326968,0.014092700445209624,0.0,5.6,49.122807017543856,inf,9.664427384807517,57.958997148121405,inf,0.5794445730745725,0.8475441162655805,,8.72623606357187,62.2903400255719,5.05637013040434,52.79381118885585,
DS Smith,45,1059,1506,43,5,1,1172.2857698383812,35.94021561488796,8.341613051143707,2.184819066717253,1272.021827722373,35.49121493242927,8.525826043059887,3.2615000702572456,24.627906976744185,70.3187250996016,45.0,32.617661017948116,77.84102057359769,20.596671223495708,0.7550482225930453,0.9033633498306479,0.4577038049665713,35.840470103492926,84.46360077837802,27.06128324854151,76.30132133791409,1.492800992055481
DS Steele,1,8,12,1,0,0,9.29384965831435,0.2460136674259681,0.09090909090909091,0.09090909090909091,9.864504124675996,0.25270765888337976,0.20926966292134833,0.07818352059925093,8.0,66.66666666666666,inf,37.77777777777778,77.44874715261959,11.0,0.21176470588235294,0.8607843137254901,0.0,39.03524004085802,82.20420103896663,8.266286126299345,70.76008677667912,0.0
DS Weerakkody,3,73,66,3,1,0,53.50430731339224,1.6042873323979314,0.5649232178942805,0.1658035327131859,54.23332887876877,1.507293064418815,0.583217243496125,0.16418286864156054,24.333333333333332,110.6060606060606,inf,33.350825773472415,81.06713229301855,18.093703740254615,0.7296171164879615,1.3643761346617405,0.0,35.980613298768255,82.17171042237693,26.252071324515693,112.11312064462649,0.0
DS Wesonga,4,61,108,3,0,0,89.01031690344608,3.83263830618327,0.18178973717146432,0.013574660633484163,93.79596806922966,3.998773237427358,0.23440879465430564,0.02367531003382187,20.333333333333332,56.481481481481474,inf,23.22429350033996,82.41696009578341,294.6666666666667,0.8755199951738334,0.6853138166687995,0.0,23.45618581001958,86.84811858262006,20.53635968718488,59.518215616359846,0.0
DS de Silva,29,371,691,19,0,0,454.9201937895645,30.614423299136966,0.8279672411310153,0.01834862385321101,557.5546979395745,33.31413090960323,1.2547391869300495,0.11437513236393677,19.526315789473685,53.69030390738061,inf,14.859668899998155,65.83504975246954,1580.5,1.3140478378677811,0.8155276575205539,0.0,16.736282253692295,80.68808942685592,21.992275509409275,65.80336856009278,0.0
DSBP Kuruppu,52,1022,1978,51,4,0,1202.5691522363722,38.170911940941146,9.235100258810457,2.153560918539469,1683.501652048033,48.16744966505087,9.546463342862703,3.637345943706469,20.03921568627451,51.66835187057634,inf,31.50485778534747,60.79722711002893,24.146054821270653,0.6360674859352804,0.8498471776857284,0.0,34.95102322740456,85.11130697917255,22.23120947512081,72.33160402539343,0.0
DSK Madushanka,1,7,6,1,0,0,5.141524105754277,0.3514774494556765,0.018072289156626505,0.0,4.746776859504132,0.3299173553719008,0.012875536480686695,0.0,7.0,116.66666666666667,inf,14.628318584070797,85.69206842923795,inf,0.4785238959467634,1.3614640048396855,,14.387775551102205,79.1129476584022,6.884894410721018,107.70943055368069,
DT Christian,18,273,307,13,0,0,250.0474667074509,10.218530849691643,1.378407799262805,0.13207049121932146,265.2800289520011,11.216276563430359,1.3620195407159768,0.16443297676537008,21.0,88.92508143322475,inf,24.470001645588454,81.44868622392536,136.29085372377764,0.8581936488666302,1.0917927047803406,0.0,23.651345208170266,86.41043288338798,20.29743424480393,94.34228023899425,0.0
DT Hondo,29,127,249,17,0,0,158.3324360237836,15.601643826805743,0.03274131274131274,0.0,157.47046661901527,17.523429002845997,0.05897020069040598,0.0,7.470588235294118,51.00401606425703,inf,10.148445752347389,63.587323704330764,inf,0.7361312675456861,0.8021098088892091,,8.9862815430382,63.241151252616575,6.615082822799114,50.726347745169846,
DT Johnston,53,743,785,38,0,0,627.1805015907975,35.330842849092065,1.993819615146335,0.13660940859964976,656.9920313293707,34.113984807650155,2.506095566354485,0.21634608806912997,19.55263157894737,94.64968152866243,inf,17.751642786153198,79.89560529819076,387.967421448422,1.1014547675665824,1.1846669309958375,0.0,19.258730254873022,83.69325239864594,21.212620256508675,99.1486284641639,0.0
DT Mutendera,4,20,43,2,0,0,18.428571428571427,3.5000000000000004,0.0,0.0,24.035377358490567,3.2706367924528306,0.004048582995951417,0.0,10.0,46.51162790697674,inf,5.265306122448979,42.857142857142854,inf,1.8992248062015507,1.0852713178294573,,7.348837209302325,55.89622641509434,13.957093924643953,60.66257130320316,
DT Tiripano,29,364,549,21,1,0,451.1124434142216,28.153751861464073,0.6912824019341062,0.022722267822466016,444.71035764085445,26.87981067762002,0.7293086384362006,0.040582010096439275,17.333333333333332,66.3023679417122,inf,16.023173239361018,82.16984397344656,1276.2810572687224,1.0817665810885635,0.8068941686580058,0.0,16.544400664663826,81.00370813130317,17.897179743172746,65.36141973082361,0.0
DW Fleming,31,152,221,13,0,0,139.82412181665413,12.939982563586847,0.09509992987377279,0.0,160.52246774666824,13.645997529619462,0.19906191390178082,0.007891770011273957,11.692307692307692,68.77828054298642,inf,10.805588116487858,63.268833401200965,inf,1.082061204467605,1.0870799546255088,,11.763337007664301,72.63460079034762,12.728650611071586,78.95961853141303,
DW Headley,6,22,49,2,0,0,30.915922945587496,3.5374491347707475,0.0,0.0,32.856118080354534,3.3269935104432817,0.010511520303441968,0.0,11.0,44.89795918367347,inf,8.73960918383384,63.093720297117336,inf,1.2586375166920891,0.7116074146879051,,9.875618325440271,67.05330220480518,12.429823724931031,47.71562702824822,
DW Hookes,36,826,1146,34,5,0,805.9049456597993,27.71432795212926,4.56134120292859,0.6523272501541109,957.4340368651563,27.938950748353577,6.256645052967706,1.4121773760741232,24.294117647058822,72.07678883071553,inf,29.079000113292754,70.32329368759156,55.187024597692464,0.8354523041510413,1.0249347698490034,0.0,34.26879003040503,83.54572747514453,28.629939591370114,85.62892096160482,0.0
DW Randall,45,1067,1702,40,5,0,1118.8909460120428,43.38571835550511,5.607498145135819,1.054920219103978,1436.5706882830855,43.98802222901093,7.72879491293929,1.9043407021150847,26.675,62.69095182138661,inf,25.78938388996547,65.73977356122461,42.657254250204666,1.0343403360783319,0.953622874331951,0.0,32.658224113918905,84.40485830100386,33.77971850571236,80.49040358058433,0.0
DW Steyn,51,365,562,39,1,0,450.08973577484886,33.84964010990192,0.7383329700531244,0.0,433.1714724238332,31.546648183771648,0.6992272425311415,0.01878522229179712,9.35897435897436,64.94661921708185,inf,13.296736222704643,80.0871415969482,inf,0.703855006388228,0.810949397394359,,13.731140940883444,77.07677445263937,9.664732294663175,62.505363795468824,
DWO Morgan,2,2,11,2,0,0,8.07375136385959,0.24960057267405616,0.3680953242108224,0.09499266582273394,9.165301681346024,0.2452819138172201,0.3915299686184303,0.14858648493459137,1.0,18.181818181818183,inf,32.34668605669744,73.39773967145081,21.054257006874668,0.030915068030375498,0.24771632291682524,0.0,37.366398274990026,83.32092437587295,1.1551847447214223,20.63995300842212,0.0
Danish Aziz,2,12,20,2,0,0,15.552078676799287,0.4872597228430935,0.35384615384615387,0.046153846153846156,16.898408484107215,0.5148934266068046,0.3403193612774451,0.046906187624750496,6.0,60.0,inf,31.91743119266055,77.76039338399643,43.33333333333333,0.18798505317620004,0.7716010347801092,0.0,32.819235225955964,84.49204242053608,6.1695256791535495,65.19414736237053,0.0
Danish Kaneria,10,12,22,2,0,0,11.104890760798565,1.4182949099054045,0.0,0.0,12.297169811320755,1.6733490566037736,0.011601006093050155,0.0,6.0,54.54545454545454,inf,7.829747313652295,50.476776185448024,inf,0.7663082548702604,1.0806049567242266,,7.348837209302325,55.89622641509434,5.631474617186099,60.40173932633059,
Dawlat Zadran,55,503,627,29,0,0,474.83051029516315,41.31554471800329,0.4772898153660482,0.0,464.8408959828638,37.94976398230013,0.4382893632087918,0.001878522229179712,17.344827586206897,80.22328548644339,inf,11.492781071533479,75.73054390672459,inf,1.509193247330568,1.0593253573518815,,12.248848140390724,74.13730398450778,18.485878901055266,78.53552603649378,
Dhiman Ghosh,12,126,201,9,0,0,149.75231041562117,8.486553849072495,0.49773466789465093,0.0,170.88280143236602,8.28187887431194,0.5858991396407331,0.05298618675518288,14.0,62.68656716417911,inf,17.645832817285164,74.5036370226971,inf,0.7933884529545214,0.841389355865701,,20.633337437763846,85.0163191205801,16.370251669036065,71.53182598293778,
Dolar Mahmud,4,61,44,4,0,0,32.193065686641326,2.360165614431138,0.019482173174872663,0.0,31.817872720393307,2.765020951929306,0.02925491306252071,0.0,15.25,138.63636363636365,inf,13.640172320873637,73.16605837873028,inf,1.1180210661021368,1.8948179894936898,,11.507280875463978,72.31334709180297,12.865382432322967,137.02063095004945,
E Bosch,1,7,9,0,0,0,7.96068796068796,0.28746928746928746,0.030303030303030304,0.030303030303030304,7.799041773296646,0.2725750899540128,0.1226215644820296,0.0153276955602537,inf,77.77777777777779,inf,27.692307692307693,88.45208845208845,33.0,inf,0.8793209876543211,0.0,28.612452350698856,86.65601970329607,inf,76.19845683169461,0.0
E Chigumbura,198,4340,5423,172,19,2,4488.7854946750995,169.03134685820817,21.504175488608283,2.522958271254,4657.102175864822,174.72928186924477,21.85939055950308,2.9973929072367205,25.232558139534884,80.02950396459524,99.0,26.555935204376702,82.7731051940826,78.47930037367877,0.9501664296641411,0.9668539530677954,0.792720205794735,26.65324395569755,85.87686107071404,25.325017648352492,83.03038260327374,2.3760939222723723
E Katchay,3,23,41,2,0,0,22.346272988461987,2.8817046267877737,0.00641025641025641,0.0,25.523873828981976,2.8991916037028527,0.01637937658183402,0.0,11.5,56.09756097560976,inf,7.754532779222172,54.50310484990728,inf,1.4830035964015258,1.0292544090853788,,8.80378992419226,62.25335080239507,13.056052119540638,64.07453579370393,
E Lewis,60,2131,2472,55,11,5,2109.310416599283,59.10918199913358,11.011585976418685,4.461517700185879,2104.6329864845857,60.24865505960065,10.863791532438798,4.147701518359856,38.74545454545454,86.20550161812298,12.0,35.684987429367595,85.32809128637876,13.448338442656013,1.0857634354543244,1.0102827839989934,1.1206948702213344,34.93244761069918,85.13887485779068,37.92837432662095,86.01433951787068,4.648307814835131
E Malinga,4,10,44,2,0,0,35.56924325420978,2.8796104686548993,0.0,0.0,31.866062797035013,2.765582651581637,0.0203506195371651,0.0,5.0,22.727272727272727,inf,12.352102355991434,80.83918921411313,inf,0.4047893917892229,0.2811417698299346,,11.52236863317421,72.4228699932614,4.664132590993808,20.361093846068773,
E Otieno,17,49,136,10,0,0,83.92024511803253,10.215425452752562,0.04640234692691995,0.0,87.2331594875197,9.52380381435874,0.027563317954994823,0.0,4.9,36.029411764705884,inf,8.215051395183945,61.706062586788626,inf,0.5964661405371869,0.583887713043286,,9.159487237231936,64.14202903494095,5.463324001691354,37.45174264316772,
E Schiferli,22,161,218,16,0,0,151.24386229922982,9.8591206312816,0.6943852071656677,0.16608996539792387,170.2977703523278,10.493741071387438,0.7709085568224981,0.22097918524647497,10.0625,73.85321100917432,inf,15.34050225730623,69.37791848588523,132.45833333333334,0.6559433212304067,1.064506007400605,0.0,16.22850889819142,78.11824328088431,10.644982025296889,83.1573392600833,0.0
EA Brandes,41,404,448,31,2,0,315.999014673515,22.916652209429984,0.789025365451,0.02144443339630771,356.4879960179242,21.71560049281084,1.5085391817170344,0.19789384006154112,13.03225806451613,90.17857142857143,inf,13.789056612007421,70.53549434676674,1911.9180834621332,0.9451160025819115,1.2784849991301592,0.0,16.416216357265508,79.5732133968581,15.515228781098566,101.7331596604661,0.0
EA Essop-Adam,1,14,15,0,0,0,10.969434306569342,0.6637773722627738,0.007575757575757576,0.0,13.083541847520808,0.5423071030996273,0.07384441939120631,0.007891770011273957,inf,93.33333333333333,inf,16.525773195876287,73.12956204379562,inf,inf,1.27627365356623,,24.125706214689263,87.22361231680539,inf,111.32119836881363,
EA Moseley,6,7,15,4,0,0,10.508085003591804,0.738704150022226,0.061978021978021984,0.0,12.417753167071503,0.6972368489533488,0.21418534833254213,0.013527336698813092,1.75,46.666666666666664,inf,14.225025002601702,70.05390002394536,inf,0.12302263086918523,0.6661537280681785,,17.80994964008616,82.78502111381002,2.191026860371098,55.14755044316742,
EAE Baptiste,16,184,241,12,0,0,180.86864520261213,13.814011059044548,0.375745572232006,0.0274395329441201,198.61826740721017,11.327458030862731,0.7603337815010365,0.06560183452940754,15.333333333333334,76.34854771784232,inf,13.093130187136392,75.04923037452785,583.1003039513678,1.1710975995944708,1.017312866991844,0.0,17.5342311457748,82.41421884116605,20.534296005551475,83.84104525019988,0.0
EAR de Silva,20,138,241,14,0,0,157.43431065807033,14.171974022430726,0.07703703703703704,0.0,188.66300856097348,13.005466422468851,0.3263664856613208,0.011271133375078271,9.857142857142858,57.26141078838174,inf,11.108848379829853,65.32544010708312,inf,0.887323556872043,0.8765560659754817,,14.50643924888618,78.2834060418977,12.871905271869894,68.61979443124712,
EB McSweeney,14,73,119,9,0,0,83.45729681901025,6.35793973628356,0.531130910870761,0.08813559322033898,94.76762491611017,5.847766502390682,0.6099275357510802,0.1483200175873997,8.11111111111111,61.34453781512605,inf,13.126468680213376,70.13218220084894,158.84615384615384,0.6179202730539148,0.8746988314072948,0.0,16.205781280317417,79.63665959336988,10.01388079378576,69.65809308350117,0.0
EC D'Souza,2,9,19,2,0,0,16.72942700232322,0.44966866685459705,0.36265664160401,0.08383458646616541,15.685192863056425,0.4461708822020876,0.3706381495382441,0.0703430459654853,4.5,47.368421052631575,inf,37.20389752602615,88.04961580170115,23.856502242152466,0.12095506920617674,0.5379741935423232,0.0,35.1551243901031,82.55364664766539,4.252190503556672,44.4117314792557,0.0
EC Joyce,77,2622,3630,69,15,6,2948.498169287455,80.94385759209663,15.112274469175905,4.899425554503114,3030.5026871845553,82.85541994903627,15.083332708983779,5.3487567476620255,38.0,72.23140495867769,12.833333333333334,36.42645973392979,81.22584488395192,15.716128175318122,1.043197727079816,0.8892662804785266,1.2246333643105032,36.575792978281854,83.48492251197122,38.15578410108552,74.24032651825866,6.550265970767851
EC Rainsford,23,55,134,10,0,0,73.8726933499157,8.501522977012716,0.019650842793257656,0.0,80.7884464667969,9.76143568178362,0.030677095242578716,0.0,5.5,41.04477611940299,inf,8.689348196747833,55.12887563426545,inf,0.632958868198939,0.7445240928130147,,8.276287331131105,60.289885422982756,5.238549462001961,44.88727225034683,
ED Solkar,6,27,79,6,0,0,42.99507548802761,2.687954268171561,0.37010752688172044,0.05333333333333334,66.78023833186354,2.6909446049796966,0.5880678099242405,0.11684189547839574,4.5,34.177215189873415,inf,15.99546390991032,54.42414618737672,112.49999999999999,0.2813297585706115,0.6279788951066828,0.0,24.816652936030025,84.53194725552348,6.981662979023984,53.08427883874002,0.0
EE Hemmings,12,30,61,6,0,0,37.893436456607596,3.76964703453562,0.04264870931537598,0.0,46.55052218747356,3.5363874340070467,0.1011076785224326,0.0,5.0,49.18032786885246,inf,10.052250544798197,62.12038763378295,inf,0.49740105240287535,0.791693834217266,,13.163298155577827,76.3123314548747,6.547438355677239,60.416002287568624,
EH Hutchinson,8,142,143,6,0,0,108.30528914948735,7.927732442536429,0.3961918340559117,0.04203652334720295,109.44626562781679,8.077764422153823,0.2905214620759079,0.02141910671008705,23.666666666666668,99.3006993006993,inf,13.661572200440679,75.73796444020094,190.31069562826508,1.732353079091677,1.3111086366613718,0.0,13.549078669297769,76.53585008938236,23.471788151613353,100.34681406640924,0.0
EH Mattis,2,86,190,2,1,0,126.29981089360874,4.727704086318964,0.22364672364672364,0.018518518518518517,155.96856527266195,4.104619106505826,0.4097481318208699,0.12507347275236097,43.0,45.26315789473684,inf,26.71482998673612,66.4735846808467,108.0,1.6095928748694805,0.6809194676660593,0.0,37.99830416065929,82.08871856455892,61.16179963412053,55.89580654636841,0.0
EHSN Silva,1,7,13,1,0,0,9.538243626062322,0.6199244570349386,0.00641025641025641,0.0,10.284683195592287,0.7148209366391185,0.012875536480686695,0.0,7.0,53.84615384615385,inf,15.386138613861384,73.371104815864,inf,0.454954954954955,0.7338877338877341,,14.387775551102203,79.1129476584022,6.545789777753706,58.06002187820371,
EJ Chatfield,48,118,346,11,0,0,170.18358850015056,20.883178677104716,0.01098901098901099,0.0,200.64204283552914,25.783307006095946,0.0648850324926307,0.0,10.727272727272727,34.104046242774565,inf,8.14931438989848,49.18600823703774,inf,1.3163405182366956,0.6933688555985267,,7.781858346878907,57.98902972125119,10.243575449175136,40.20778717509289,
EJ Gray,7,98,230,6,0,0,168.64880606443646,8.327026172199801,0.2269088669950739,0.0,193.60258920246824,7.351878792881294,0.5059813723980817,0.054420276541469345,16.333333333333332,42.608695652173914,inf,20.25318554029277,73.3255678541028,inf,0.8064574978014657,0.5810892012040493,,26.333756942501623,84.17503878368184,21.237055731561835,48.91320604812955,
EJ Richardson,1,12,18,1,0,0,14.62392891145668,0.8740082513487782,0.03723404255319149,0.0,15.055314533622559,0.8017353579175704,0.038196618659987476,0.001878522229179712,12.0,66.66666666666666,inf,16.732026143790847,81.24404950809266,inf,0.7171875000000001,0.8205729166666667,,18.77840909090909,83.6406362979031,13.467640269886365,68.63324087882621,
EJB Miles,2,1,7,1,0,0,4.114909781576448,0.5384615384615385,0.0,0.0,3.9127358490566038,0.5324292452830189,0.0020242914979757085,0.0,1.0,14.285714285714285,inf,7.641975308641974,58.78442545109211,inf,0.13085621970920844,0.24301869374567275,,7.348837209302324,55.89622641509434,0.9616410564676712,13.583827928708596,
EJG Morgan,230,7701,8447,196,47,14,6823.396518667671,200.93999731784245,41.97946245022912,7.313169232733051,7036.902516496085,204.475969621719,41.32110554281127,8.427213909620683,39.29081632653061,91.16846217592045,16.428571428571427,33.957383347002704,80.77893357011567,31.45011316988835,1.1570625429240757,1.1286168082026824,1.914354714688856,34.414325211487544,83.30652914047691,39.819526642219905,94.0211490209688,16.132676679573862
EL Gouka,2,19,36,1,0,0,24.35294117647059,1.4736203759854458,0.06629834254143646,0.0,30.110629067245117,1.603470715835141,0.07639323731997495,0.003757044458359424,19.0,52.77777777777778,inf,16.525925925925925,67.64705882352942,inf,1.1497086508292247,0.7801932367149758,,18.77840909090909,83.6406362979031,21.58969938062834,65.25585875416111,
ELR Stewart,6,61,116,4,0,0,83.23531377387063,3.4194654551978148,0.4094110173563159,0.05744293516314242,98.08916979290301,3.4558336741145457,0.6138381382143765,0.12531192444544806,15.25,52.58620689655172,inf,24.34161563098917,71.75458083954365,104.45148707947342,0.6264990882768403,0.7328620177455163,0.0,28.383648937628756,84.55962913181294,17.78233018139432,61.97054042535297,0.0
EMDY Munaweera,2,15,29,2,0,0,25.157302417414293,0.6410569672725439,0.44374715562049394,0.16783635536180508,24.576255703658493,0.6925095346795661,0.3915299686184303,0.14858648493459137,7.5,51.724137931034484,inf,39.243473983987954,86.74931868073894,11.916369344940772,0.19111457877200513,0.5962483477408436,0.0,35.48868928574431,84.74570932296032,6.782405904015595,50.529489161940894,0.0
EO Odumbe,7,61,150,6,0,0,102.08557300830516,5.944302166961716,0.2410164902781196,0.012552301255230125,126.3622704043909,5.679073278622321,0.4184561575227027,0.04712840384619712,10.166666666666666,40.666666666666664,inf,17.173685008089638,68.05704867220345,557.6666666666666,0.5919909828250415,0.5975379106216834,0.0,22.250508877928226,84.24151360292727,13.172100619002041,50.33749802590128,0.0
EO Simons,18,217,295,14,0,0,208.0008422915477,12.605912931923642,0.3326607853602213,0.0,250.1063217024156,11.930167311490875,1.0093069490006523,0.0888994634686743,15.5,73.5593220338983,inf,16.500260109269778,70.50876009882974,inf,0.9393791308351657,1.0432650060899198,,20.96419230110199,84.78180396692055,19.69332474247046,88.44988923186375,
ER Fernando,3,47,66,3,0,0,38.1314791403287,1.0513274336283185,0.5342465753424657,0.1643835616438356,56.281625542202946,1.6148403612316007,0.546780917091246,0.2112088930060213,15.666666666666666,71.21212121212122,inf,36.26984126984127,57.77496839443742,18.25,0.4319474835886214,1.2325774152907634,0.0,34.85274884960039,85.275190215459,15.054557161731108,105.10827354419865,0.0
ERNS Fernando,5,101,216,5,0,0,121.57705016521477,3.957945328927606,0.87890625,0.1171875,184.19441086539146,5.28493209130342,0.9113015284854099,0.35201482167670217,20.2,46.75925925925926,inf,30.717213114754095,56.28567137278462,42.666666666666664,0.6576117411607739,0.8307488943246115,0.0,34.85274884960039,85.275190215459,22.91957685522487,70.8422699848135,0.0
ES Szwarczynski,40,1102,1615,37,10,0,1276.826487035797,39.087756824223746,7.114784089873635,1.9284626255045993,1365.0729681014475,38.8402274636281,7.443673364655626,2.619755816739634,29.783783783783782,68.23529411764706,inf,32.66563729347889,79.06046359354781,20.741910924788414,0.911777214575562,0.8630773336777625,0.0,35.14585411168791,84.52464198770573,32.045188965833866,72.95130263681652,0.0
EZ Matambanadzo,5,8,33,2,0,0,17.278733031674207,2.2433383609854203,0.0,0.0,18.86629065059331,2.4792534920950566,0.006540277348110885,0.0,4.0,24.242424242424242,inf,7.702241147467501,52.359797065679416,inf,0.5193293644558508,0.4629969098622532,,7.609665857382994,57.17057772907064,3.9519229334360966,26.46980082359946,
Ebadot Hossain,6,3,14,2,0,0,9.494761043798489,0.9555973396873533,0.022935779816513763,0.0,9.363045202636798,0.9400930203666295,0.020895362431969194,0.0,1.5,21.428571428571427,inf,9.935943361777179,67.81972174141778,inf,0.15096704413295936,0.3159637179030906,,9.959700795337548,66.87889430454855,1.503586589520794,21.13130409371299,
Ehsan Adil,4,27,42,3,0,0,32.23107994222639,2.6141847916060303,0.02278685871500243,0.0,32.30755233757206,2.4176054601619614,0.030734461665692325,0.0,9.0,64.28571428571429,inf,12.329304357411226,76.74066652911044,inf,0.7299681911567087,0.837700754935826,,13.36345109652743,76.92274366088586,9.754894224543264,64.4382404364591,
Ehsan Khan,11,86,182,9,0,0,154.06379480916252,7.131725641669541,1.0711395521633906,0.182418729566767,156.50213175908053,6.595060678700133,1.167842096981783,0.19037975114482228,9.555555555555555,47.25274725274725,inf,21.602596980034146,84.65043670833106,60.3008256121743,0.4423336492546301,0.5582103186964039,0.0,23.730203463408717,85.99018228520909,10.49666749552444,48.00060705818843,0.0
Ehsan Nawaz,10,30,87,6,0,0,62.52026583552129,5.179056723862309,0.03186539260490237,0.0,64.08426583810049,5.323036416728846,0.04272553057230591,0.0,5.0,34.48275862068966,inf,12.071747650003816,71.86237452358769,inf,0.4141902353300451,0.47984440883415613,,12.039043286779176,73.66007567597758,4.986454172099667,35.34537546741866,
Ehsanul Haque,6,57,129,6,0,0,96.61287495429798,2.998614018921989,0.9452290023020136,0.27897548690694485,109.39050637891187,3.124014698817929,1.129998160587371,0.3753917616475818,9.5,44.18604651162791,inf,32.219176707854714,74.89370151495967,21.507265984273957,0.2948554547541866,0.58998347815406,0.0,35.01600246000867,84.79884215419524,10.324659329019575,50.029915837569234,0.0
Elias Sunny,4,2,11,2,0,0,8.46042404749544,0.7496976925111473,0.029925956396544634,0.0,8.334469970841498,0.6481220738719471,0.04111830379421956,0.0,1.0,18.181818181818183,inf,11.285114162692507,76.91294588632218,inf,0.08861230693668151,0.23639477037703155,,12.859413846299862,75.7679088258318,1.1395023267741355,17.91113740883037,
Enamul Haque,26,236,479,21,0,0,341.6586382810776,21.84986691045819,0.5748072861028903,0.02439260010626479,394.5691456923292,22.47980686623417,0.9668602885369749,0.0716932456792409,11.238095238095237,49.26931106471816,inf,15.636646194743939,71.32748189584083,1065.8970297029705,0.7187024057545525,0.690747938314518,0.0,17.552159057246723,82.37351684599774,12.614778940629778,56.89933693308915,0.0
Enamul Haque jnr,5,12,19,4,0,0,14.034345447725375,1.0630618402608478,0.05053499132446501,0.0,13.783027010423066,1.1728739601244131,0.030267058811508568,0.0,3.0,63.1578947368421,inf,13.20181471689522,73.86497604065987,inf,0.22724148644206507,0.8550452206479574,,11.751498864346024,72.54224742327929,2.67042806985623,62.02690195433656,
F Behardien,49,1074,1097,35,6,0,975.6620100540251,35.986534189078476,5.739975856244023,0.7227748848451596,947.0504144841899,33.651751374841055,5.78497749095309,0.7428300946734018,30.685714285714287,97.90337283500456,inf,27.11186370234364,88.93910757101415,67.7942759597925,1.1318186983605156,1.1007910412956732,0.0,28.142678338941668,86.33094024468458,31.852409565959636,95.03232560798088,0.0
F Hand,1,0,1,1,0,0,0.7760162601626016,0.048373983739837395,0.02112676056338028,0.0,0.836406362979031,0.044540853217642805,0.038196618659987476,0.001878522229179712,0.0,0.0,inf,16.04201680672269,77.60162601626016,inf,0.0,0.0,,18.77840909090909,83.6406362979031,0.0,0.0,
F Kasteni,3,18,42,3,0,0,32.527818574609036,0.9271822133088936,0.5760133313878864,0.10892252933642035,34.96828577681341,0.9722277083397475,0.5616896492571528,0.17203957874696663,6.0,42.857142857142854,inf,35.08244453754668,77.44718708240246,27.542511345234544,0.17102571041132988,0.5533724912635445,0.0,35.967176698273704,83.25782327812716,6.151311946312091,46.072589084597155,0.0
F Mutizwa,15,403,502,13,4,0,408.2669576313112,14.526060647568388,2.023514335825686,0.21243017122808028,426.0163700081747,14.731299207743445,1.9384383490125248,0.3627042535101448,31.0,80.2788844621514,inf,28.105827693873334,81.32807920942454,70.61143863549836,1.1029740998076907,0.9870992311945372,0.0,28.919130892694174,84.86381872672803,31.897052363590134,83.76901022138581,0.0
F du Plessis,136,5507,6215,116,35,12,5079.454079860806,132.4388152820238,27.439333052359135,8.350178314202145,5131.5628794661425,137.71993691134958,26.41804151104699,8.080329223823162,47.474137931034484,88.6082059533387,11.333333333333334,38.35321290849882,81.72894738311835,16.287077339257362,1.2378138448086713,1.0841716281744416,1.437095059346238,37.26085703023037,82.56738341860246,46.122004701455666,89.51721451504962,11.612201205447287
FA Allen,16,200,203,13,1,0,167.7587049488688,8.976255811212216,0.9489004575662726,0.05173795360000429,168.7106573654101,9.235462652631382,0.8231676836793343,0.06981472345006118,15.384615384615385,98.52216748768473,inf,18.68916266171045,82.63975613244769,309.25073155577365,0.8231837703534316,1.1921885070641074,0.0,18.267699595681957,83.10869820956162,15.037673828857331,99.08123484249873,0.0
FA Dennis,3,47,171,3,0,0,116.1177260519248,3.214861235452104,0.625,0.125,140.56918377663294,3.6010841390881616,0.627808988764045,0.2345505617977528,15.666666666666666,27.485380116959064,inf,36.11904761904762,67.90510295434198,24.0,0.4337508239947264,0.4047616294086127,0.0,39.03524004085802,82.20420103896663,16.931567532554105,33.273106356765304,0.0
FA Rose,23,217,265,18,0,0,190.07891724986902,11.34924754756556,0.9236271928869366,0.017699115044247787,216.50899485725927,12.320386208309895,1.0785961626758303,0.14386351849639759,12.055555555555555,81.88679245283019,inf,16.748151492267116,71.72789330183737,1299.5,0.7198140977600898,1.1416310821822588,0.0,17.573231163096786,81.70150749330539,12.649459534394005,93.27298041550415,0.0
