Bowler,Team,BowlType,Start Date,Ground,Host Country,year,isWorldCup,isICC,Matches,Inn,Runs,Balls,Wickets,Matches_grouped,Inn_grouped,Runs_grouped,Balls_grouped,Wickets_grouped,run_diff,ball_diff,wickets_diff,inn_diff,matches_diff,AveforWicket,RunRate,AveWicket,AveRR,Home,HomeorAway,Period
KM Jadhav,IND,Spin,22 Jun 2019,Southampton,England,2019,WorldCup,ICC,1,0,0,0,0,13,6,194,324,7,194,324,7,6,12,27.714285714285715,3.5925925925925926,<=30,<6 rpo,ENG,Away,After 1965
KM Jadhav,IND,Spin,27 Jun 2019,Manchester,England,2019,WorldCup,ICC,1,1,4,6,0,11,4,130,162,3,126,156,3,3,10,42.0,4.846153846153847,>30,<6 rpo,ENG,Away,After 1965
KM Jadhav,IND,Spin,30 Jun 2019,Birmingham,England,2019,WorldCup,ICC,1,0,0,0,0,10,3,200,156,1,200,156,1,3,9,200.0,7.692307692307693,>30,>=6 rpo,ENG,Away,After 1965
KM Jadhav,IND,Spin,5 Jun 2019,Southampton,England,2019,WorldCup,ICC,1,1,16,24,0,14,5,225,258,5,209,234,5,4,13,41.8,5.3589743589743595,>30,<6 rpo,ENG,Away,After 1965
KM Jadhav,IND,Spin,9 Jun 2019,The Oval,England,2019,WorldCup,ICC,1,1,14,6,0,12,5,226,198,2,212,192,2,4,11,106.0,6.625,>30,>=6 rpo,ENG,Away,After 1965
KMDN Kulasekara,SL,Pace,1 Mar 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,1,18,54,1,8,6,156,214,9,138,160,8,5,7,17.25,5.175000000000001,<=30,<6 rpo,SL,Home,Upto 2014
KMDN Kulasekara,SL,Pace,10 Mar 2011,Pallekele,Sri Lanka,2011,WorldCup,ICC,1,1,33,48,0,9,7,279,258,7,246,210,7,6,8,35.142857142857146,7.0285714285714285,>30,>=6 rpo,SL,Home,Upto 2014
KMDN Kulasekara,SL,Pace,11 Mar 2015,Hobart,Australia,2015,WorldCup,ICC,1,1,20,42,3,12,9,392,415,17,372,373,14,8,11,26.571428571428573,5.983914209115282,<=30,<6 rpo,AUS,Away,After 1965
KMDN Kulasekara,SL,Pace,14 Feb 2015,Christchurch,New Zealand,2015,WorldCup,ICC,1,1,78,48,1,12,9,444,415,11,366,367,10,8,11,36.6,5.983651226158038,>30,<6 rpo,NZ,Away,After 1965
KMDN Kulasekara,SL,Pace,16 Apr 2007,St George's,West Indies,2007,WorldCup,ICC,1,1,20,24,0,10,6,243,274,8,223,250,8,5,9,27.875,5.352,<=30,<6 rpo,WI,Away,Upto 2014
KMDN Kulasekara,SL,Pace,18 Apr 2007,St George's,West Indies,2007,WorldCup,ICC,1,1,10,42,0,10,7,126,190,7,116,148,7,6,9,16.571428571428573,4.702702702702703,<=30,<6 rpo,WI,Away,Upto 2014
KMDN Kulasekara,SL,Pace,18 Mar 2011,Wankhede,India,2011,WorldCup,ICC,1,1,19,42,1,10,9,285,324,8,266,282,7,8,9,38.0,5.659574468085107,>30,<6 rpo,IND,Away,Upto 2014
KMDN Kulasekara,SL,Pace,18 Mar 2015,Sydney,Australia,2015,WorldCup,ICC,1,1,13,6,0,11,7,167,180,4,154,174,4,6,10,38.5,5.310344827586207,>30,<6 rpo,AUS,Away,After 1965
KMDN Kulasekara,SL,Pace,2 Apr 2011,Wankhede,India,2011,WorldCup,ICC,1,1,64,50,0,10,7,320,326,5,256,276,5,6,9,51.2,5.565217391304348,>30,<6 rpo,IND,Away,Upto 2014
KMDN Kulasekara,SL,Pace,20 Feb 2011,Hambantota,Sri Lanka,2011,WorldCup,ICC,1,1,16,36,3,11,6,218,234,9,202,198,6,5,10,33.666666666666664,6.121212121212121,>30,>=6 rpo,SL,Home,Upto 2014
KMDN Kulasekara,SL,Pace,26 Feb 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,1,64,60,0,7,6,307,318,6,243,258,6,5,6,40.5,5.651162790697675,>30,<6 rpo,SL,Home,Upto 2014
KO Otieno,KENYA,Spin,1 Mar 2003,Johannesburg,South Africa,2003,WorldCup,ICC,1,0,0,0,0,13,7,215,296,12,215,296,12,7,12,17.916666666666668,4.358108108108108,<=30,<6 rpo,SA,Away,Upto 2014
KO Otieno,KENYA,Spin,12 Feb 2003,Potchefstroom,South Africa,2003,WorldCup,ICC,1,0,0,0,0,11,4,114,108,1,114,108,1,4,10,114.0,6.333333333333334,>30,>=6 rpo,SA,Away,Upto 2014
KO Otieno,KENYA,Spin,12 Mar 2003,Bloemfontein,South Africa,2003,WorldCup,ICC,1,0,0,0,0,11,5,90,151,5,90,151,5,5,10,18.0,3.5761589403973515,<=30,<6 rpo,SA,Away,Upto 2014
KO Otieno,KENYA,Spin,15 Feb 2003,Cape Town,South Africa,2003,WorldCup,ICC,1,0,0,0,0,12,4,124,201,7,124,201,7,4,11,17.714285714285715,3.701492537313433,<=30,<6 rpo,SA,Away,Upto 2014
KO Otieno,KENYA,Spin,15 Mar 2003,Durban,South Africa,2003,WorldCup,ICC,1,0,0,0,0,11,4,122,194,6,122,194,6,4,10,20.333333333333332,3.7731958762886597,<=30,<6 rpo,SA,Away,Upto 2014
KO Otieno,KENYA,Spin,15 May 1999,Taunton,England,1999,WorldCup,ICC,1,0,0,0,0,13,5,180,216,6,180,216,6,5,12,30.0,5.0,<=30,<6 rpo,ENG,Away,Upto 2014
KO Otieno,KENYA,Spin,18 Feb 1996,Cuttack,India,1996,WorldCup,ICC,1,0,0,0,0,11,6,180,287,8,180,287,8,6,10,22.5,3.763066202090592,<=30,<6 rpo,IND,Away,Upto 2014
KO Otieno,KENYA,Spin,18 May 1999,Canterbury,England,1999,WorldCup,ICC,1,0,0,0,0,10,4,108,162,1,108,162,1,4,9,108.0,4.0,>30,<6 rpo,ENG,Away,Upto 2014
KO Otieno,KENYA,Spin,20 Mar 2003,Durban,South Africa,2003,WorldCup,ICC,1,0,0,0,0,14,7,244,270,4,244,270,4,7,13,61.0,5.4222222222222225,>30,<6 rpo,SA,Away,Upto 2014
KO Otieno,KENYA,Spin,23 Feb 1996,Visakhapatnam,India,1996,WorldCup,ICC,1,0,0,0,0,11,6,186,228,4,186,228,4,6,10,46.5,4.894736842105263,>30,<6 rpo,IND,Away,Upto 2014
KO Otieno,KENYA,Spin,23 May 1999,Bristol,England,1999,WorldCup,ICC,1,0,0,0,0,12,5,229,210,1,229,210,1,5,11,229.0,6.542857142857143,>30,>=6 rpo,ENG,Away,Upto 2014
KO Otieno,KENYA,Spin,24 Feb 2003,Nairobi (Gym),Kenya,2003,WorldCup,ICC,1,0,0,0,0,13,7,167,306,14,167,306,14,7,12,11.928571428571429,3.2745098039215685,<=30,<6 rpo,Kenya,Away,Upto 2014
KO Otieno,KENYA,Spin,26 Feb 1996,Patna,India,1996,WorldCup,ICC,1,0,0,0,0,12,0,0,0,0,0,0,0,0,11,,,,,IND,Away,Upto 2014
KO Otieno,KENYA,Spin,26 May 1999,Amstelveen,Netherlands,1999,WorldCup,ICC,1,0,0,0,0,10,3,79,108,1,79,108,1,3,9,79.0,4.388888888888889,>30,<6 rpo,Netherlands,Away,Upto 2014
KO Otieno,KENYA,Spin,27 Feb 1996,Patna,India,1996,WorldCup,ICC,1,0,0,0,0,12,5,94,244,8,94,244,8,5,11,11.75,2.3114754098360653,<=30,<6 rpo,IND,Away,Upto 2014
KO Otieno,KENYA,Spin,29 Feb 1996,Pune,India,1996,WorldCup,ICC,1,0,0,0,0,12,4,62,192,7,62,192,7,4,11,8.857142857142858,1.9375,<=30,<6 rpo,IND,Away,Upto 2014
KO Otieno,KENYA,Spin,30 May 1999,Southampton,England,1999,WorldCup,ICC,1,0,0,0,0,14,7,213,270,2,213,270,2,7,13,106.5,4.733333333333333,>30,<6 rpo,ENG,Away,Upto 2014
KO Otieno,KENYA,Spin,4 Mar 2003,Kimberley,South Africa,2003,WorldCup,ICC,1,0,0,0,0,14,5,152,204,5,152,204,5,5,13,30.4,4.470588235294118,>30,<6 rpo,SA,Away,Upto 2014
KO Otieno,KENYA,Spin,6 Mar 1996,Kandy,Sri Lanka,1996,WorldCup,ICC,1,0,0,0,0,13,7,285,312,4,285,312,4,7,12,71.25,5.480769230769231,>30,<6 rpo,SL,Away,Upto 2014
KO Otieno,KENYA,Spin,7 Mar 2003,Cape Town,South Africa,2003,WorldCup,ICC,1,0,0,0,0,13,6,198,233,4,198,233,4,6,12,49.5,5.098712446351931,>30,<6 rpo,SA,Away,Upto 2014
KP Pietersen,ENG,Spin,11 Apr 2007,Bridgetown,West Indies,2007,WorldCup,ICC,1,0,0,0,0,12,4,107,198,7,107,198,7,4,11,15.285714285714286,3.2424242424242427,<=30,<6 rpo,WI,Away,Upto 2014
KP Pietersen,ENG,Spin,16 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,1,2,6,0,10,5,173,198,1,171,192,1,4,9,171.0,5.34375,>30,<6 rpo,WI,Away,Upto 2014
KP Pietersen,ENG,Spin,17 Apr 2007,Bridgetown,West Indies,2007,WorldCup,ICC,1,0,0,0,0,7,1,24,12,0,24,12,0,1,6,inf,12.0,>30,>=6 rpo,WI,Away,Upto 2014
KP Pietersen,ENG,Spin,18 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,11,5,160,229,5,160,229,5,5,10,32.0,4.192139737991266,>30,<6 rpo,WI,Away,Upto 2014
KP Pietersen,ENG,Spin,2 Mar 2011,Bengaluru,India,2011,WorldCup,ICC,1,0,0,0,0,9,4,209,222,5,209,222,5,4,8,41.8,5.648648648648649,>30,<6 rpo,IND,Away,Upto 2014
KP Pietersen,ENG,Spin,21 Apr 2007,Bridgetown,West Indies,2007,WorldCup,ICC,1,0,0,0,0,11,4,111,138,4,111,138,4,4,10,27.75,4.826086956521739,<=30,<6 rpo,WI,Away,Upto 2014
KP Pietersen,ENG,Spin,22 Feb 2011,Nagpur,India,2011,WorldCup,ICC,1,1,19,12,0,7,4,131,150,3,112,138,3,3,6,37.333333333333336,4.869565217391305,>30,<6 rpo,IND,Away,Upto 2014
KP Pietersen,ENG,Spin,24 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,9,5,117,156,1,117,156,1,5,8,117.0,4.5,>30,<6 rpo,WI,Away,Upto 2014
KP Pietersen,ENG,Spin,27 Feb 2011,Bengaluru,India,2011,WorldCup,ICC,1,0,0,0,0,11,6,319,294,5,319,294,5,6,10,63.8,6.5102040816326525,>30,>=6 rpo,IND,Away,Upto 2014
KP Pietersen,ENG,Spin,30 Mar 2007,Providence,West Indies,2007,WorldCup,ICC,1,0,0,0,0,9,4,111,186,4,111,186,4,4,8,27.75,3.580645161290323,<=30,<6 rpo,WI,Away,Upto 2014
KP Pietersen,ENG,Spin,4 Apr 2007,North Sound,West Indies,2007,WorldCup,ICC,1,0,0,0,0,11,5,154,204,1,154,204,1,5,10,154.0,4.529411764705882,>30,<6 rpo,WI,Away,Upto 2014
KP Pietersen,ENG,Spin,6 Mar 2011,Chennai,India,2011,WorldCup,ICC,1,1,30,48,0,11,7,201,316,9,171,268,9,6,10,19.0,3.828358208955224,<=30,<6 rpo,IND,Away,Upto 2014
KP Pietersen,ENG,Spin,8 Apr 2007,North Sound,West Indies,2007,WorldCup,ICC,1,0,0,0,0,9,4,151,174,1,151,174,1,4,8,151.0,5.206896551724138,>30,<6 rpo,WI,Away,Upto 2014
KR Pushpakumara,SL,Pace,2 Mar 1996,Delhi,India,1996,WorldCup,ICC,1,1,53,48,1,10,7,292,298,2,239,250,1,6,9,239.0,5.736,>30,<6 rpo,IND,Away,Upto 2014
KR Pushpakumara,SL,Pace,6 Mar 1996,Kandy,Sri Lanka,1996,WorldCup,ICC,1,1,46,42,0,9,8,351,288,6,305,246,6,7,8,50.833333333333336,7.439024390243902,>30,>=6 rpo,SL,Home,Upto 2014
KR Rutherford,NZ,Pace,12 Mar 1992,Dunedin,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,14,9,372,450,7,372,450,7,9,13,53.142857142857146,4.96,>30,<6 rpo,NZ,Home,Upto 2014
KR Rutherford,NZ,Pace,14 Oct 1987,Bengaluru,India,1987,WorldCup,ICC,1,0,0,0,0,10,6,257,306,4,257,306,4,6,9,64.25,5.03921568627451,>30,<6 rpo,IND,Away,Upto 2014
KR Rutherford,NZ,Pace,15 Mar 1992,Wellington,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,16,9,244,341,6,244,341,6,9,15,40.666666666666664,4.293255131964809,>30,<6 rpo,NZ,Home,Upto 2014
KR Rutherford,NZ,Pace,18 Mar 1992,Christchurch,New Zealand,1992,WorldCup,ICC,1,1,11,10,0,12,11,224,360,9,213,350,9,10,11,23.666666666666668,3.6514285714285712,<=30,<6 rpo,NZ,Home,Upto 2014
KR Rutherford,NZ,Pace,18 Oct 1987,Indore,India,1987,WorldCup,ICC,1,0,0,0,0,11,7,245,252,10,245,252,10,7,10,24.5,5.833333333333333,<=30,<6 rpo,IND,Away,Upto 2014
KR Rutherford,NZ,Pace,21 Mar 1992,Auckland,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,11,7,344,414,7,344,414,7,7,10,49.142857142857146,4.9855072463768115,>30,<6 rpo,NZ,Home,Upto 2014
KR Rutherford,NZ,Pace,22 Feb 1992,Auckland,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,12,9,348,463,10,348,463,10,9,11,34.8,4.509719222462203,>30,<6 rpo,NZ,Home,Upto 2014
KR Rutherford,NZ,Pace,23 Oct 1987,Eden Gardens,India,1987,WorldCup,ICC,1,0,0,0,0,12,8,303,406,6,303,406,6,8,11,50.5,4.477832512315271,>30,<6 rpo,IND,Away,Upto 2014
KR Rutherford,NZ,Pace,25 Feb 1992,Hamilton,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,13,9,285,398,8,285,398,8,9,12,35.625,4.296482412060302,>30,<6 rpo,NZ,Home,Upto 2014
KR Rutherford,NZ,Pace,27 Oct 1987,Chandigarh,India,1987,WorldCup,ICC,1,0,0,0,0,10,7,293,358,9,293,358,9,7,9,32.55555555555556,4.910614525139665,>30,<6 rpo,IND,Away,Upto 2014
KR Rutherford,NZ,Pace,29 Feb 1992,Auckland,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,15,10,304,399,7,304,399,7,10,14,43.42857142857143,4.571428571428571,>30,<6 rpo,NZ,Home,Upto 2014
KR Rutherford,NZ,Pace,3 Mar 1992,Napier,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,14,11,245,233,10,245,233,10,11,13,24.5,6.30901287553648,<=30,>=6 rpo,NZ,Home,Upto 2014
KR Rutherford,NZ,Pace,31 Oct 1987,Nagpur,India,1987,WorldCup,ICC,1,0,0,0,0,13,8,311,349,6,311,349,6,8,12,51.833333333333336,5.346704871060172,>30,<6 rpo,IND,Away,Upto 2014
KR Rutherford,NZ,Pace,8 Mar 1992,Auckland,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,13,9,339,471,11,339,471,11,9,12,30.818181818181817,4.318471337579617,>30,<6 rpo,NZ,Home,Upto 2014
KS More,IND,Spin,1 Mar 1992,Brisbane,Australia,1992,WorldCup,ICC,1,0,0,0,0,11,2,66,90,1,66,90,1,2,10,66.0,4.3999999999999995,>30,<6 rpo,AUS,Away,Upto 2014
KS More,IND,Spin,10 Mar 1992,Wellington,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,12,5,110,150,2,110,150,2,5,11,55.0,4.3999999999999995,>30,<6 rpo,NZ,Away,Upto 2014
KS More,IND,Spin,12 Mar 1992,Dunedin,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,8,4,77,133,4,77,133,4,4,7,19.25,3.473684210526316,<=30,<6 rpo,NZ,Away,Upto 2014
KS More,IND,Spin,14 Oct 1987,Bengaluru,India,1987,WorldCup,ICC,1,0,0,0,0,12,6,213,294,7,213,294,7,6,11,30.428571428571427,4.346938775510204,>30,<6 rpo,IND,Home,Upto 2014
KS More,IND,Spin,15 Mar 1992,Adelaide,Australia,1992,WorldCup,ICC,1,0,0,0,0,11,3,91,108,2,91,108,2,3,10,45.5,5.055555555555555,>30,<6 rpo,AUS,Away,Upto 2014
KS More,IND,Spin,17 Oct 1987,Wankhede,India,1987,WorldCup,ICC,1,0,0,0,0,12,5,146,253,7,146,253,7,5,11,20.857142857142858,3.4624505928853755,<=30,<6 rpo,IND,Home,Upto 2014
KS More,IND,Spin,22 Feb 1992,W.A.C.A,Australia,1992,WorldCup,ICC,1,0,0,0,0,9,3,90,108,1,90,108,1,3,8,90.0,5.0,>30,<6 rpo,AUS,Away,Upto 2014
KS More,IND,Spin,22 Oct 1987,Delhi,India,1987,WorldCup,ICC,1,0,0,0,0,10,2,69,120,4,69,120,4,2,9,17.25,3.4499999999999997,<=30,<6 rpo,IND,Home,Upto 2014
KS More,IND,Spin,26 Oct 1987,Ahmedabad,India,1987,WorldCup,ICC,1,0,0,0,0,9,3,106,180,2,106,180,2,3,8,53.0,3.533333333333333,>30,<6 rpo,IND,Home,Upto 2014
KS More,IND,Spin,28 Feb 1992,Mackay,Australia,1992,WorldCup,ICC,1,0,0,0,0,11,0,0,0,0,0,0,0,0,10,,,,,AUS,Away,Upto 2014
KS More,IND,Spin,4 Mar 1992,Sydney,Australia,1992,WorldCup,ICC,1,0,0,0,0,13,4,157,198,5,157,198,5,4,12,31.4,4.757575757575758,>30,<6 rpo,AUS,Away,Upto 2014
KS More,IND,Spin,5 Nov 1987,Wankhede,India,1987,WorldCup,ICC,1,0,0,0,0,10,4,190,237,8,190,237,8,4,9,23.75,4.810126582278481,<=30,<6 rpo,IND,Home,Upto 2014
KS More,IND,Spin,7 Mar 1992,Hamilton,New Zealand,1992,WorldCup,ICC,1,0,0,0,0,11,3,87,85,4,87,85,4,3,10,21.75,6.141176470588235,<=30,>=6 rpo,NZ,Away,Upto 2014
KS More,IND,Spin,9 Oct 1987,Chennai,India,1987,WorldCup,ICC,1,0,0,0,0,11,4,183,186,3,183,186,3,4,10,61.0,5.903225806451613,>30,<6 rpo,IND,Home,Upto 2014
KS Williamson,NZ,Spin,1 Jun 2019,Cardiff,England,2019,WorldCup,ICC,1,0,0,0,0,8,2,16,19,1,16,19,1,2,7,16.0,5.052631578947368,<=30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,13 Mar 2011,Wankhede,India,2011,WorldCup,ICC,1,1,26,24,0,11,5,195,204,4,169,180,4,4,10,42.25,5.633333333333333,>30,<6 rpo,IND,Away,Upto 2014
KS Williamson,NZ,Spin,13 Mar 2015,Hamilton,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,14,6,223,233,7,223,233,7,6,13,31.857142857142858,5.742489270386266,>30,<6 rpo,NZ,Home,After 1965
KS Williamson,NZ,Spin,13 Oct 2023,Chennai,India,2023,WorldCup,ICC,1,0,0,0,0,13,5,193,228,3,193,228,3,5,12,64.33333333333333,5.078947368421052,>30,<6 rpo,IND,Away,After 1965
KS Williamson,NZ,Spin,14 Feb 2015,Christchurch,New Zealand,2015,WorldCup,ICC,1,1,7,6,0,10,5,118,162,5,111,156,5,4,9,22.2,4.269230769230769,<=30,<6 rpo,NZ,Home,After 1965
KS Williamson,NZ,Spin,14 Jul 2019,Lord's,England,2019,WorldCup,ICC,1,0,0,0,0,9,2,50,66,0,50,66,0,2,8,inf,4.545454545454545,>30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,15 Nov 2023,Wankhede,India,2023,WorldCup,ICC,1,0,0,0,0,12,5,263,252,1,263,252,1,5,11,263.0,6.261904761904763,>30,>=6 rpo,IND,Away,After 1965
KS Williamson,NZ,Spin,17 Feb 2015,Dunedin,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,12,2,45,74,4,45,74,4,2,11,11.25,3.6486486486486487,<=30,<6 rpo,NZ,Home,After 1965
KS Williamson,NZ,Spin,18 Mar 2011,Wankhede,India,2011,WorldCup,ICC,1,1,4,6,0,12,5,125,186,9,121,180,9,4,11,13.444444444444445,4.033333333333333,<=30,<6 rpo,IND,Away,Upto 2014
KS Williamson,NZ,Spin,19 Jun 2019,Birmingham,England,2019,WorldCup,ICC,1,0,0,0,0,11,2,78,114,1,78,114,1,2,10,78.0,4.105263157894737,>30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,20 Feb 2015,Wellington,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,11,1,19,42,1,19,42,1,1,10,19.0,2.7142857142857144,<=30,<6 rpo,NZ,Home,After 1965
KS Williamson,NZ,Spin,21 Mar 2015,Wellington,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,11,3,168,141,2,168,141,2,3,10,84.0,7.148936170212766,>30,>=6 rpo,NZ,Home,After 1965
KS Williamson,NZ,Spin,22 Jun 2019,Manchester,England,2019,WorldCup,ICC,1,0,0,0,0,10,3,124,126,1,124,126,1,3,9,124.0,5.904761904761904,>30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,24 Mar 2015,Auckland,New Zealand,2015,WorldCup,ICC,1,1,5,6,0,13,4,134,144,1,129,138,1,3,12,129.0,5.608695652173913,>30,<6 rpo,NZ,Home,After 1965
KS Williamson,NZ,Spin,25 Mar 2011,Mirpur,Bangladesh,2011,WorldCup,ICC,1,0,0,0,0,14,7,206,326,7,206,326,7,7,13,29.428571428571427,3.7914110429447856,<=30,<6 rpo,BAN,Away,Upto 2014
KS Williamson,NZ,Spin,26 Jun 2019,Birmingham,England,2019,WorldCup,ICC,1,1,39,48,1,12,5,159,228,2,120,180,1,4,11,120.0,4.0,>30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,28 Feb 2015,Auckland,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,12,2,48,66,3,48,66,3,2,11,16.0,4.363636363636363,<=30,<6 rpo,NZ,Home,After 1965
KS Williamson,NZ,Spin,29 Jun 2019,Lord's,England,2019,WorldCup,ICC,1,1,25,42,1,12,7,150,198,3,125,156,2,6,11,62.5,4.807692307692308,>30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,29 Mar 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,14,6,199,299,8,199,299,8,6,13,24.875,3.9933110367892977,<=30,<6 rpo,SL,Away,Upto 2014
KS Williamson,NZ,Spin,29 Mar 2015,Melbourne,Australia,2015,WorldCup,ICC,1,0,0,0,0,12,2,62,72,1,62,72,1,2,11,62.0,5.166666666666667,>30,<6 rpo,AUS,Away,After 1965
KS Williamson,NZ,Spin,3 Jul 2019,Chester-le-Street,England,2019,WorldCup,ICC,1,0,0,0,0,9,3,110,108,2,110,108,2,3,8,55.0,6.111111111111112,>30,>=6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,4 Nov 2023,Bengaluru,India,2023,WorldCup,ICC,1,0,0,0,0,13,6,257,204,4,257,204,4,6,12,64.25,7.5588235294117645,>30,>=6 rpo,IND,Away,After 1965
KS Williamson,NZ,Spin,5 Jun 2019,The Oval,England,2019,WorldCup,ICC,1,0,0,0,0,11,4,168,228,7,168,228,7,4,10,24.0,4.421052631578947,<=30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,8 Jun 2019,Taunton,England,2019,WorldCup,ICC,1,0,0,0,0,11,2,39,48,0,39,48,0,2,10,inf,4.875,>30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,8 Mar 2015,Napier,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,13,3,72,121,5,72,121,5,3,12,14.4,3.5702479338842976,<=30,<6 rpo,NZ,Home,After 1965
KS Williamson,NZ,Spin,9 Jul 2019,Manchester,England,2019,WorldCup,ICC,1,0,0,0,0,11,3,131,180,4,131,180,4,3,10,32.75,4.366666666666666,>30,<6 rpo,ENG,Away,After 1965
KS Williamson,NZ,Spin,9 Nov 2023,Bengaluru,India,2023,WorldCup,ICC,1,0,0,0,0,12,5,111,166,5,111,166,5,5,11,22.2,4.0120481927710845,<=30,<6 rpo,IND,Away,After 1965
KT Sandher,CAN,Spin,22 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,1,58,60,2,10,6,310,299,11,252,239,9,5,9,28.0,6.326359832635983,<=30,>=6 rpo,WI,Away,Upto 2014
KW Richardson,AUS,Pace,12 Jun 2019,Taunton,England,2019,WorldCup,ICC,1,1,62,52,2,9,8,402,448,17,340,396,15,7,8,22.666666666666668,5.151515151515151,<=30,<6 rpo,ENG,Away,After 1965
KW Richardson,AUS,Pace,15 Jun 2019,The Oval,England,2019,WorldCup,ICC,1,1,47,54,3,12,8,472,455,13,425,401,10,7,11,42.5,6.359102244389028,>30,>=6 rpo,ENG,Away,After 1965
KWR Fletcher,ENG,Spin,11 Jun 1975,Nottingham,England,1975,WorldCup,ICC,1,0,0,0,0,14,3,131,216,6,131,216,6,3,13,21.833333333333332,3.6388888888888893,<=30,<6 rpo,ENG,Home,Upto 2014
KWR Fletcher,ENG,Spin,14 Jun 1975,Birmingham,England,1975,WorldCup,ICC,1,0,0,0,0,13,6,200,354,4,200,354,4,6,12,50.0,3.389830508474576,>30,<6 rpo,ENG,Home,Upto 2014
KWR Fletcher,ENG,Spin,18 Jun 1975,Leeds,England,1975,WorldCup,ICC,1,0,0,0,0,10,0,0,0,0,0,0,0,0,9,,,,,ENG,Home,Upto 2014
KWR Fletcher,ENG,Spin,7 Jun 1975,Lord's,England,1975,WorldCup,ICC,1,0,0,0,0,13,4,82,144,0,82,144,0,4,12,inf,3.4166666666666665,>30,<6 rpo,ENG,Home,Upto 2014
Kamran Akmal,PAK,Spin,13 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,0,0,0,0,14,3,108,132,3,108,132,3,3,13,36.0,4.909090909090909,>30,<6 rpo,WI,Away,Upto 2014
Kamran Akmal,PAK,Spin,14 Mar 2011,Pallekele,Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,16,7,188,283,5,188,283,5,7,15,37.6,3.9858657243816253,>30,<6 rpo,SL,Away,Upto 2014
Kamran Akmal,PAK,Spin,17 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,0,0,0,0,12,3,36,64,4,36,64,4,3,11,9.0,3.375,<=30,<6 rpo,WI,Away,Upto 2014
Kamran Akmal,PAK,Spin,19 Mar 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,13,4,138,234,4,138,234,4,4,12,34.5,3.5384615384615383,>30,<6 rpo,SL,Away,Upto 2014
Kamran Akmal,PAK,Spin,21 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,0,0,0,0,14,6,160,127,7,160,127,7,6,13,22.857142857142858,7.559055118110236,<=30,>=6 rpo,WI,Away,Upto 2014
Kamran Akmal,PAK,Spin,23 Feb 2011,Hambantota,Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,15,7,219,276,9,219,276,9,7,14,24.333333333333332,4.760869565217391,<=30,<6 rpo,SL,Away,Upto 2014
Kamran Akmal,PAK,Spin,23 Mar 2011,Mirpur,Bangladesh,2011,WorldCup,ICC,1,0,0,0,0,13,4,88,195,8,88,195,8,4,12,11.0,2.707692307692308,<=30,<6 rpo,BAN,Away,Upto 2014
Kamran Akmal,PAK,Spin,26 Feb 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,15,6,221,282,9,221,282,9,6,14,24.555555555555557,4.702127659574468,<=30,<6 rpo,SL,Away,Upto 2014
Kamran Akmal,PAK,Spin,3 Mar 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,13,5,148,234,10,148,234,10,5,12,14.8,3.7948717948717947,<=30,<6 rpo,SL,Away,Upto 2014
